Time,HRR
1352,40.79335919
1353,39.22963633
1354,37.65664529
1355,38.3061174
1356,40.78979964
1357,42.01075027
1358,40.01754484
1359,37.7830755
1360,37.62112294
1361,37.98117354
1362,41.2056788
1363,40.33514332
1364,38.552128
1365,36.90469193
1366,36.06791795
1367,37.03073579
1368,39.83184888
1369,38.86120155
1370,37.64388357
1371,36.85479658
1372,36.37543727
1373,38.08404202
1374,40.29401436
1375,38.94114706
1376,35.82283367
1377,34.43621478
1378,35.02360996
1379,37.09637518
1380,38.82401065
1381,37.23931743
1382,35.47545023
1383,36.33007545
1384,37.18710749
1385,40.33879573
1386,42.48521317
1387,40.57985332
1388,38.99074029
1389,38.37385471
1390,38.81479669
1391,41.61230048
1392,41.62108491
1393,39.07761688
1394,37.21795394
1395,36.6044425
1396,36.81702465
1397,39.98494758
1398,39.89122054
1399,38.33053655
1400,35.37113213
1401,34.80523115
1402,36.42657367
1403,39.0594331
1404,36.93360835
1405,34.44878961
1406,32.91149172
1407,32.64968261
1408,35.04686115
1409,36.82774593
1410,35.70004645
1411,33.43819091
1412,32.18725928
1413,33.07099408
1414,35.87131187
1415,36.86423991
1416,36.18952321
1417,33.50441602
1418,31.05751336
1419,30.97107103
1420,32.98903644
1421,33.19731217
1422,30.77867026
1423,29.31427685
1424,28.65602876
1425,29.68742096
1426,30.66928097
1427,31.08760975
1428,29.3777929
1429,26.98868902
1430,27.09119531
1431,28.77983064
1432,32.82697106
1433,32.60250069
1434,30.50547026
1435,29.15779291
1436,28.06375505
1437,29.53263423
1438,32.67176359
1439,31.81716699
1440,29.87829474
1441,29.29898231
1442,29.66233459
1443,30.93363451
1444,33.88389714
1445,33.03846074
1446,30.44597096
1447,29.83705984
1448,30.17089452
1449,32.00278144
1450,34.25283136
1451,33.03976841
1452,31.8537469
1453,30.79749604
1454,30.13695434
1455,32.83690552
1456,35.15411093
1457,33.12813842
1458,31.55427282
1459,30.56439615
1460,30.6087898
1461,32.94762852
1462,33.60430356
1463,31.88239503
1464,30.81480795
1465,30.8068702
1466,32.70764304
1467,34.86897171
1468,34.21526441
1469,31.78108393
1470,30.1770681
1471,29.45819236
1472,30.51924998
1473,33.00794293
1474,32.31119013
1475,29.52659726
1476,27.91175515
1477,27.20301276
1478,29.09351931
1479,30.56834424
1480,30.06576797
1481,28.34270057
1482,27.37041707
1483,27.40676676
1484,28.95538696
1485,30.24937718
1486,28.80848387
1487,27.08232785
1488,25.56494225
1489,25.38378161
1490,27.64783905
1491,28.25672106
1492,26.28440444
1493,25.18373761
1494,25.17359649
1495,25.87659356
1496,28.8574675
1497,30.05561932
1498,28.05875449
1499,26.78346669
1500,26.42323428
1501,28.56922957
1502,30.74308345
1503,29.83142787
1504,27.06845584
1505,25.16444531
1506,24.79730298
1507,26.26762397
1508,29.57937815
1509,28.85206444
1510,25.74132618
1511,23.77226552
1512,23.79927537
1513,25.50311415
1514,27.44278486
1515,26.74253215
1516,25.58173353
1517,24.16468823
1518,24.67005871
1519,27.7446598
1520,30.64301442
1521,29.16291833
1522,27.9740539
1523,26.74151481
1524,26.914445
1525,29.58468806
1526,29.5927207
1527,27.57543239
1528,27.29835048
1529,27.81197915
1530,29.05348907
1531,32.72983852
1532,33.92519048
1533,31.08327171
1534,28.76908182
1535,28.02102661
1536,28.97261224
1537,31.44344547
1538,30.91749063
1539,28.50022149
1540,27.14161942
1541,27.24061417
1542,28.57685214
1543,31.74494369
1544,30.50973781
1545,27.88438695
1546,26.8089526
1547,26.83494092
1548,28.55722715
1549,30.97066565
1550,29.86732607
1551,27.94186834
1552,27.29201792
1553,27.37556223
1554,30.0728029
1555,30.75190198
1556,28.80268633
1557,26.77831086
1558,24.74957403
1559,25.38293337
1560,27.78836156
1561,28.86903152
1562,27.28644874
1563,25.08596342
1564,23.57308582
1565,23.92294151
1566,26.21584836
1567,27.56369546
1568,25.96939613
1569,24.05627059
1570,23.88101046
1571,25.30673855
1572,28.02589744
1573,28.01888202
1574,26.0376536
1575,23.93914835
1576,23.77862841
1577,26.36124503
1578,29.53051851
1579,28.80525983
1580,26.99779617
1581,25.5569394
1582,25.12410153
1583,27.01805582
1584,29.63226845
1585,27.82936243
1586,24.53424865
1587,23.05196462
1588,23.25124773
1589,25.78648845
1590,28.22164609
1591,27.52716616
1592,25.97321692
1593,25.54874849
1594,26.95671115
1595,29.20098612
1596,29.5551109
1597,26.56116198
1598,23.99504458
1599,22.05689557
1600,21.20440862
1601,22.56332076
1602,21.83618289
1603,18.7678682
1604,15.9738227
1605,15.06545407
1606,15.55411393
1607,17.53411542
1608,16.05715669
1609,13.62781626
1610,11.72194148
1611,11.49639943
1612,13.23220075
1613,15.00374216
1614,13.89989664
1615,11.68106669
1616,10.7249047
1617,10.80283395
1618,12.80299294
1619,15.04110759
1620,13.55656034
1621,11.58095092
1622,10.99957594
1623,11.76351411
1624,13.0847742
1625,14.61567594
1626,13.1235338
1627,10.94411578
1628,9.495629443
1629,10.04666502
1630,11.81274522
1631,12.31735442
1632,9.450574091
1633,8.241776996
1634,7.829618962
1635,9.82759669
1636,12.48224638
1637,12.49070848
1638,10.71562362
1639,9.288137122
1640,10.03766809
1641,11.8267712
1642,14.56336473
