Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Total smoke production (m²),11.4815234542906,28,3.70198345205696,0,0,-0.105499916666665,-11.9343797134236,0,0,0.0213050472056949,26.4328548897311,0.00367043024166534,24.5338971244302,24.6788657304215,9.05820551069375E-05,0.010246838813002,5.16824288532958E-05,0.00584642860331401,2.08440134397166E-05,0.00123447849169027,0.0021014566522431,0.0119376610685741,0.760894543060532,106.574224
MARHE (kW/m²),117.451143802726,29,3.88165653057744,0,0,-0.13595375,-15.3793834841629,0,0,0.0250968671970121,25.9921004946707,0.00436434094884222,24.1267939176321,24.2699339969087,0.000105922266768406,0.0119821568742541,0.000149934589790968,0.0169609264469421,1.23521653100522E-05,0.00120329363376577,0.0021930462137513,0.0140849125015713,0.865409213690072,106.791762
,,30,3.71141286899311,0.572150778345487,-2.67682963737532,0.0573430833333373,6.48677413273047,0.000292117828204978,0.0217965234107744,0.0288934018967974,26.1133471010622,-0.00629519779576213,24.2383042180024,24.383295004407,-0.00015349766496516,-0.0173639892494525,0.000202895723175171,0.0229520048840691,1.67509369659116E-05,0.00124987985832108,0.00210866180363149,0.0162357665102627,0.963113396559912,106.790338
Test Averages,,31,4.34349654236339,0.408317127849849,-2.31247636829078,0.0940360000000098,10.6375565610871,0.000152048001592638,0.0129816022280407,0.0329208566024756,26.4956207764339,-0.00879050031674082,24.5932041323447,24.7376167377511,-0.000217456027768614,-0.0245990981638704,0.000202895723175171,0.0229520048840691,1.42979858777668E-05,0.00122073794711616,0.00244586533129006,0.0185130300777235,1.06196311620889,106.711628
HRR(60) (kW/m²),60.1282958590058,32,3.56520857411367,0.37635132230608,-1.08509222824063,0.0837420833333304,9.47308634992426,9.006712309329E-05,0.0122047783803413,0.0368752091607141,25.5038652537504,-0.00381528645918625,23.6750407982573,23.8167919430764,-9.08678838016758E-05,-0.0102791723757552,0.000202895723175171,0.0229520048840691,7.54240852767162E-06,0.00102205356819137,0.00199326122204784,0.0207325933543924,1.15235028627232,106.621269
HRR(120) (kW/m²),74.9875815223938,33,3.45209897535109,0,0,-0.0224709166666687,-2.54195889894442,0,0,0.0403838629354465,25.5298557129835,-0.00222863253643549,23.7001795315194,23.8427979827264,-5.31368353439625E-05,-0.00601095422443015,0.000202895723175171,0.0229520048840691,4.85645407106313E-06,0.000908869180794513,0.00191325649411089,0.0226858522124718,1.22375342228626,106.567642
HRR(180) (kW/m²),75.173519717467,34,3.79594407353346,0,0,-0.0563644999999985,-6.37607466063331,0,0,0.0440078844598888,26.0936638798288,-0.00515847962877007,24.2259448458299,24.3725256168937,-0.000125725176896423,-0.0142223050787809,0.000202895723175171,0.0229520048840691,6.57621556618073E-06,0.000887689344738991,0.00209558998075626,0.0246902754499054,1.29434954293791,106.643355
HRR(240) (kW/m²),72.9493737845619,35,3.94073102354185,0.179333996693017,-0.570676380066885,0.194252416666663,21.9742552790343,0.000141483142461301,0.00480483470862681,0.0478762220084265,26.1730735063703,-0.00453407542531677,24.3021901438293,24.44936520985,-0.000110855265962576,-0.0125401884573049,0.000202895723175171,0.0229520048840691,2.74834423407014E-05,0.00093335075383462,0.00218930601365388,0.0268327234471105,1.36789205738361,106.618665
HRR(300) (kW/m²),76.3602898298616,36,2.99973076215915,0.938466418295164,-4.96231338874515,0.0282563333333326,3.19641779788831,0.00127229544356603,0.0295296523863149,0.051346452901277,26.2360234948249,-0.00572105280010178,24.3611603815724,24.5089122782345,-0.000140216781216842,-0.0158616268344844,0.000202895723175171,0.0229520048840691,3.59504041518819E-05,0.000834399701045156,0.00166488525904445,0.0287598190834596,1.4262903583688,106.353079
HRR(360) (kW/m²),90.1138284670641,37,2.52931321116647,0,0,-0.203578166666663,-23.0292043740569,0,0,0.0541109748879398,26.1519822532467,-0.00141311974300634,24.2842355436256,24.433365314069,-3.45272709133973E-05,-0.00390579987708114,0.000202895723175171,0.0229520048840691,3.06859360809882E-05,0.000786615953794675,0.00139972661392558,0.0302921250199446,1.46245878075513,106.576463
EHC(60) (MJ/kg),11.2289617921584,38,2.45367049995623,0.380243420068235,-2.60145077648514,0.0570435833333309,6.452894042232,0.000457460789188845,0.0122779994567049,0.0566024667435011,25.9904071944548,-0.00610992529150011,24.136113319381,24.28770681737,-0.000148396074155989,-0.0167868862167408,0.000202895723175171,0.0229520048840691,2.60952026498252E-05,0.000700381085175134,0.00134426552994339,0.0316641210918791,1.48953859851319,106.644815
EHC(120) (MJ/kg),15.2393869822579,39,2.59255416090613,0.261673328958675,0.855253715082195,0.0875831666666708,9.90759803921615,0.000282409527537811,0.00708686642516762,0.0591255790739323,26.3371918945549,0.00304331145210114,24.4597225448323,24.6132641529731,7.49058286703333E-05,0.00847351003058069,0.000240348637510338,0.0271887598993594,2.47343207185999E-05,0.000620690203259889,0.00140576084240004,0.0330391342780508,1.51604048907519,106.509615
EHC(180) (MJ/kg),14.9679221020083,40,2.28024440128798,1.38260613593874,12.8930191715746,0.0145792500000006,1.64923642533943,0.000905680611578407,0.0404826256126722,0.0615619783550294,26.3225185373715,0.00764003814623459,24.447287661156,24.6033522554895,0.000187970549757186,0.0212636368503604,0.000371786826724097,0.04205733333983,1.3204144056355E-05,0.000590206319463575,0.00122657227618713,0.0343553008373444,1.53904945887573,106.502818
EHC(240) (MJ/kg),14.9119492443818,41,1.98990345137181,0,0,-0.107264666666672,-12.1340120663656,0,0,0.0636970522813593,26.2405269488832,0.0119698998613718,24.3715086854031,24.5288702909895,0.000293608121095722,0.0332135883592446,0.000612576162150552,0.0692959459446325,1.38481918477142E-05,0.000619983085252161,0.0010736144449135,0.0355053941978947,1.55358664100876,106.491485
EHC(300) (MJ/kg),15.3362295618251,42,0.850817695460347,0,0,-0.059615000000002,-6.74377828054322,0,0,0.0651174128547753,26.5242939515039,-0.00110935334685879,24.6346884824429,24.7960799304213,-2.75076142597909E-05,-0.00311172107011209,0.000759380222698413,0.0859027401242548,1.58268891973215E-05,0.000762983824330715,0.000474793099673453,0.0362795979701882,1.55041459178037,106.674726
EHC(360) (MJ/kg),16.7582566511065,43,0.371220940251371,0.0900400761444896,1.75887634002218,0.0364459166666637,4.12284125188503,0.000279375781154806,0.027745821717034,0.0657284321726312,26.1061509596852,0.00262644279604043,24.2484778171644,24.4071032546593,6.41038605154148E-05,0.007251567931608,0.00079143215295612,0.0895285240900588,1.01821064386521E-05,0.00101122190614713,0.000251028403469121,0.0366425087217595,1.52856819006119,106.597703
MLR(60) (g/s),0.0465731256944442,44,0.34056132897967,0,0,-0.0318709999999906,-3.60531674208038,0,0,0.0660843233072467,26.4873978862535,0.00508873241716269,24.6044707110876,24.767212580176,0.000126033717539501,0.0142572078664594,0.000886500941983578,0.100282911989093,6.24766394625757E-06,0.000988446189485375,0.000227719246801144,0.0368818825468946,1.50191643880106,106.637182
MLR(120) (g/s),0.0431213982638888,45,0.494067400221201,0.0747900095972302,3.21770832676921,0.0583975833333383,6.60606146304732,9.83968186759128E-05,0.0154947587506174,0.0665016376718471,25.9802425975204,0.00773345789778494,24.1366045589075,24.297848729312,0.000187906390154882,0.0212563789767966,0.00104347099583077,0.118039705410721,5.746136418362E-06,0.00090485646536915,0.000300478860837583,0.037145981600714,1.47781417048549,106.628484
MLR(180) (g/s),0.044281153472222,46,1.63246485600918,0.182036312183564,7.70627286232745,0.0792753333333245,8.96779788838512,0.000106741412850904,0.0112430671668358,0.0675649037999623,26.0027565271623,0.0251143213093212,24.1601712962856,24.3254572717368,0.000610917349918561,0.0691082975020997,0.00144288286586749,0.163222043650169,8.46196108422539E-06,0.000891297897339862,0.000919200138513755,0.0377558211003897,1.46880225652092,106.538522
MLR(240) (g/s),0.0428553321180554,47,1.7703730924735,0,0,-0.0708470833333337,-8.0143759426848,0,0,0.0692663227742037,25.7978481608365,0.0311717995952604,23.9720473322975,24.1375647332152,0.000752411330581409,0.085114403911924,0.00212454720611748,0.240333394357181,1.62192293086734E-05,0.00094264334327897,0.00100602928863232,0.0387184358139627,1.47375154838731,106.509194
MLR(300) (g/s),0.0441807756944443,48,1.41295563602166,0,0,-0.0248030000000069,-2.80576923077001,0,0,0.0708579871384512,25.9802600763604,0.0405399509512414,24.1436825906311,24.310443895482,0.000985544203125746,0.11148690080608,0.00299352497297105,0.338634046716183,1.667310315962E-05,0.00103827087909011,0.000825409319175723,0.0396341551178667,1.4762080653844,106.634166
MLR(360) (g/s),0.0473760394675925,49,0.509227372634164,0.0668694824857189,12.2178373728649,0.0673187500000078,7.61524321267056,0.000151642922541918,0.0162137241421763,0.0718190786427792,26.4424134061524,0.033238830293031,24.573614929583,24.7448400678856,0.000822489539644643,0.093041803127222,0.00389754184435625,0.440898398682833,1.02084119918699E-05,0.00109148764209626,0.000336998234439873,0.0402153588946745,1.4656954825057,106.543471
SEA(60) (m²/kg),48.767737289712,50,0.359007094897738,0.0309724970329553,7.81439330656681,0.102465833333335,11.5911576168931,6.30024711973228E-05,0.00989898517886271,0.0722531958765451,26.4892434361949,0.0323078428120482,24.6171352810626,24.7837135648438,0.000800708322151801,0.09057786449681,0.00470914077525447,0.532708232494849,6.4556007132931E-06,0.0010143077655065,0.000241776724794761,0.0405047463742918,1.4450639175309,106.515102
SEA(120) (m²/kg),72.6756061570583,51,0.556290548960197,0.0812755076111733,18.1826469059153,0.0605054166666577,6.84450414781195,0.000281079613406275,0.0153802359028549,0.0727108446984741,26.4325775174354,0.0444886464423716,24.5624534772551,24.7287502569942,0.00110014862714512,0.124451202165738,0.00565956924990293,0.640222765826123,1.70068391256497E-05,0.000930587581733726,0.000340826958747422,0.0407960482160629,1.42570283722498,106.364507
SEA(180) (m²/kg),58.0219507991496,52,0.843778582040274,0,0,-0.155584749999998,-17.6000848416287,0,0,0.0734108792639743,26.4280443003313,0.050410832729899,24.558166160351,24.7260058121961,0.00124645854307713,0.141002097633159,0.00683287283501405,0.772949415725572,2.85792665940579E-05,0.00091564188502118,0.000499654923134804,0.041216289157004,1.41174767815335,106.432044
SEA(240) (m²/kg),46.7710245235853,53,0.687602172612103,0,0,-0.072240500000003,-8.17200226244378,0,0,0.0741765696413005,25.9868243540338,0.0574429221343863,24.1475754632349,24.3104056403301,0.00139646073825282,0.157970671748057,0.00815433247567903,0.92243580041618,3.67675001408318E-05,0.000973955593604492,0.000428586470169646,0.0416804098536563,1.39955791776039,106.605072
SEA(300) (m²/kg),88.3874514697727,54,0.398720764480893,0,0,-0.00886191666666865,-1.00247926093537,0,0,0.074719731109847,25.9462781495072,0.0883621857689908,24.1096785729314,24.2691691991425,0.0021444768372337,0.242587877515124,0.00992480126342229,1.12271507504777,3.31394894194369E-05,0.00108929387404949,0.0002876222025108,0.0420385141899965,1.38369872425643,106.572605
SEA(360) (m²/kg),150.924389477602,55,0.294948488108605,0.0449136277969535,28.9205112202806,0.0580524166666609,6.56701546002951,0.00021665656446102,0.0179927383187584,0.0750665657361418,26.1679198912747,0.0685788930198068,24.3162242034542,24.4813745693981,0.00167890556757257,0.18992144429554,0.0118364924658254,1.3389697359531,1.25774371536584E-05,0.00104452194185476,0.000215264446386067,0.0422899575144449,1.36484664974803,106.622109
COY(60) (kg/kg),0.00433791082971915,56,0.358777565544601,0.0246999555786247,16.1970998257038,0.128404833333343,14.5254336349935,4.03192784477974E-05,0.00729058505050073,0.0753934287629684,25.8492209267638,0.0859822164805942,24.0224190897244,24.1885588524274,0.00207978590360301,0.235269898597625,0.0137158382014132,1.55156540739968,5.17719022921007E-06,0.000936146358312107,0.000231913982708233,0.0425135467289921,1.34631122791015,106.461997
COY(120) (kg/kg),0.00589241697581954,57,0.590208891497944,0,0,-0.00869616666666317,-0.983729260934748,0,0,0.0758679219914896,26.054661214404,0.0999299429950375,24.2176193333391,24.3867762480901,0.00243696916030437,0.275675244378323,0.0159742157333669,1.80703797888766,5.57865639225851E-06,0.000894130142650572,0.000350810185659902,0.0428049088131761,1.33101617528929,106.416837
COY(180) (kg/kg),0.00548882510144995,58,0.876320446385091,0,0,-0.11814616666667,-13.3649509803926,0,0,0.0766011866604311,26.2070607223034,0.132650683364445,24.3620190675263,24.5326106337403,0.0032542675652795,0.368129815076867,0.0188198340961588,2.12894050861525,2.53217571621219E-05,0.000896154437172427,0.000514042126793226,0.0432373349694027,1.32071011483502,106.471287
COY(240) (kg/kg),0.00535100046435075,59,0.678908551606365,0.322635154351819,155.687411165014,0.0186016666666641,2.104260935143,0.00195774394266453,0.0514018575201196,0.0773788011594269,26.1595043975841,0.118253393644375,24.3213660824145,24.4901667295638,0.00289604532668748,0.327606937408085,0.0218949905421423,2.47680888485773,3.64173002401264E-05,0.000956160219636626,0.000420281394366632,0.0437044967299826,1.31150510439707,106.592075
COY(300) (kg/kg),0.00625784797797244,60,0.374365399723493,0.0397684369512727,45.951133066154,0.0832165000000025,9.41363122171974,0.000604353498532653,0.012940825904817,0.0779054381350918,26.1023245829461,0.156469648060349,24.2675389428692,24.438557331738,0.00382389246479972,0.432567020904946,0.0252549594378859,2.85689586401425,5.0292182910644E-05,0.00107689023890824,0.000278586768516364,0.0440539308114241,1.2984239689182,106.446147
COY(360) (kg/kg),0.00865997770911474,61,1.09423906317797,0.088480042916349,40.0980999615159,0.10932491666667,12.3670720211165,0.000549966700027264,0.00945859862722542,0.0786397403665425,25.7853933279853,0.181554004610126,23.9736155183328,24.1455507753643,0.00438372143678452,0.495896090133996,0.0293587663886781,3.32112741953372,6.01250636499241E-05,0.0010340605067049,0.000669195136753567,0.0445278217640591,1.28917607158266,106.438937
CO2Y(60) (kg/kg),0.618643700289219,62,1.35524012238008,0.143376039993887,65.0826825639965,0.0835587500000052,9.45234728506846,0.000760233069395678,0.0113127767791215,0.0798644799593216,25.94947087998,0.223777765248078,24.1276338335811,24.301912192509,0.00543822760169468,0.615184117838765,0.0342697409079177,3.8766675235201,6.35241249873701E-05,0.000945281486692476,0.000798428157638415,0.0452616334112551,1.28813677353744,106.244781
CO2Y(120) (kg/kg),0.933396312195354,63,0.811373927311133,0,0,-0.0430870833333389,-4.87410444947273,0,0,0.0809477869841672,26.1601152606925,0.185554639170501,24.3250449449316,24.4974789435912,0.00454562086596501,0.514210505199662,0.0392616651417475,4.44136483503931,8.15063257452147E-05,0.000898408920237455,0.00050138712592642,0.0459115410530375,1.28488550768519,106.293046
CO2Y(180) (kg/kg),0.971286013251836,64,0.797342484576178,0.109427918519539,90.0361711860679,0.0644123333333333,7.28646304675716,0.00163819200449993,0.0143372793443562,0.0817521451901108,26.1124043141538,0.237223970260498,24.2786106426763,24.447107364933,0.00579943987049406,0.656045234218785,0.044434195509977,5.02649270474853,0.000105519769457851,0.000923497616221786,0.000507243604543893,0.0464158564182727,1.27737726859548,106.281724
CO2Y(240) (kg/kg),0.995053177249359,65,-0.27611324050402,0,0,-0.0686524999999977,-7.766119909502,0,0,0.0821508164323989,26.1298202155513,0.227277421191119,24.2943595761388,24.4638564845083,0.0055600822141887,0.62896857626569,0.0501139565523184,5.66899960999077,0.00011560206883244,0.00100108496353144,-6.14442389120855E-05,0.0466694782205446,1.2638587143446,106.217436
CO2Y(300) (kg/kg),1.01828414339024,66,-0.743484134725881,0,0,-0.191862166666673,-21.7038650075421,0,0,0.0821508164323989,26.0023061269822,0.238912060494339,24.1755817069405,24.3449140716315,0.00581629358341112,0.657951762829312,0.0558021444511183,6.31245977953827,0.000125257486681223,0.00107738265045088,-0.000299907910495807,0.0466694782205446,1.24470933988483,106.412849
CO2Y(360) (kg/kg),1.08949104581547,67,-0.816395591110324,-1.51108396679597,1534.84203869479,0.00477599999999849,0.540271493212498,0.0289077581132525,0.211790268971577,0.0821508164323989,25.7678914767638,0.303816970949117,23.9585107571419,24.1277027873195,0.00733040557680399,0.829231400090949,0.0623754940312259,7.0560513609984,0.00013806345274885,0.00101151032460793,-0.000343605158869881,0.0466694782205446,1.22613158854327,106.518216
,,68,-0.723062826952534,-0.0233286012643032,35.735853495143,0.273993083333336,30.9946926847666,0.000576798747866492,0.00431383180497278,0.0821508164323989,26.1752052152725,0.399412845404411,24.3392987117664,24.5144261065733,0.00979137668468261,1.1076217969098,0.0709363851619692,8.02447795949877,0.000158038867390748,0.0011819600772259,-0.000260643945999987,0.0466694782205446,1.20810024165293,106.385618
User-defined Test Averages,,69,0.227919682974731,0.00915233717768735,28.8377039359375,0.220141583333334,24.9028940422323,0.000869836781041508,0.00657640558397871,0.0822647762738863,25.9840544717688,0.260762829390754,24.1640565349491,24.3454092708977,0.00634837780415518,0.718142285537916,0.0790062624063881,8.93736000072263,0.000191487246220048,0.00144774033789925,0.000311566689730076,0.0468252615654096,1.19224313440415,106.0569
HRR(0-67) (kW/m²),1.14826254276866,70,1.18519910761899,0,0,-0.0943082500000022,-10.6683540723984,0,0,0.0829713356691831,25.9946490528991,0.0697068737289111,24.1836243846268,24.3766800359988,0.00169922215719944,0.19221970104066,0.0830300623870654,9.39254099401192,0.000221697102737489,0.00201786628059185,0.000931483896672652,0.047446786858611,1.18530479527404,106.010238
EHC(0-67) (MJ/kg),-5.75296862379883,71,2.35175551804226,0,0,-0.0337707500000034,-3.82022058823567,0,0,0.0847398129820138,26.0347810631993,0.00760072479218442,24.2368828113375,24.4499920569953,0.000185837660796317,0.0210223598185879,0.0839725922960633,9.49916202444154,0.000244037352706061,0.00326869525555484,0.00176584552750038,0.0487954515706975,1.19351849270442,106.156875
MLR(0-67) (g/s),0.00128478855721372,72,3.79657415416829,0.294288718978694,-2.159861146866,0.114043500000003,12.90084841629,0.00212012764282947,0.0391498425152981,0.087813977818119,25.6857638390996,-0.0101955468015045,23.9306585758337,24.1593834541835,-0.00024631812470262,-0.0278640412559525,0.0840655111264614,9.50967320435084,0.000241786776835029,0.00446478506489353,0.00273532424459772,0.0510460364567466,1.21963858080721,106.053719
SEA(0-67) (m²/kg),-462.973288671489,73,6.75294229767258,0,0,-0.0616399166666698,-6.97284125188573,0,0,0.0930887360440395,25.4467675456935,-0.00070076374760345,23.7282388705083,23.9691014147089,-1.67966773340585E-05,-0.00190007662149983,0.0840655111264614,9.50967320435084,0.000220002183469534,0.00552949321666214,0.00449983466183412,0.0546636159099625,1.27518816498684,105.999499
COY(0-67) (kg/kg),-0.0168526798810736,74,10.453202251333,4.00334923596316,9.28332839185733,0.0230822499999933,2.61111425339291,0.00921723530578515,0.291191556489523,0.101691808318542,25.2542377531235,0.00899348447134933,23.5714499272386,23.8261496370536,0.000214280106772887,0.0242398310829058,0.0841726511798479,9.52179311989229,0.000212754529636898,0.00672135630477837,0.00669473856968613,0.0602609025257226,1.37421362592625,106.119752
CO2Y(0-67) (kg/kg),-0.447725468683781,75,14.5494973852686,0.989961702992593,0.00646330052097324,0.129921749999996,14.697030542986,0.0015786728185796,0.0643124699050657,0.114193158136843,25.6803533817092,3.46026824504037E-05,23.990403486676,24.2675785515852,8.39723314460732E-07,9.49913251652412E-05,0.0842802110948915,9.53396053109633,0.000205103935267288,0.00835558863688824,0.00917039596821865,0.068193469794675,1.52257544182457,105.94546
HRR(67-1112) (kW/m²),94.6837923276796,76,19.2853843889657,2.36011893613349,3.31281123454494,0.0722348333333376,8.1713612368029,0.00267830028946385,0.137846697852512,0.13111059902396,25.9206481954891,0.00975388766752576,24.2388108417454,24.5338449189732,0.000239300367392163,0.0270701773068057,0.0844002811402449,9.54754311541231,0.000193466575026051,0.00995733324492715,0.01198937742212,0.0787733564898443,1.72513946084158,105.898394
EHC(67-1112) (MJ/kg),24.9183278297074,77,23.7521707323492,1.98230787971876,-0.911631005042522,0.10592158333334,11.982079562595,0.00171261196340124,0.109382293043926,0.152629376584618,25.7189239257226,-0.00396044770987722,24.0717301037851,24.3814352677974,-9.65613994698679E-05,-0.010923235234148,0.0845199313239409,9.56107820406572,0.00018140257079908,0.011585945667844,0.0146681641244514,0.0921021272631301,1.98219969590413,105.787696
MLR(67-1112) (g/s),0.0336414248006379,78,29.1688024998392,0,0,-0.033868583333336,-3.83128770739095,0,0,0.179089863200712,25.6102407631352,-0.00577540018500135,23.9882808557338,24.3087143702403,-0.000140392553471031,-0.015881510573646,0.0845199313239409,9.56107820406572,0.000168207723024415,0.0131501501722442,0.0178549588779551,0.108363688764333,2.29602388718861,105.724458
SEA(67-1112) (m²/kg),325.952847968847,79,33.7187381557108,0,0,-0.0363785000000062,-4.11521493212739,0,0,0.210533633528487,25.7511787568012,0.0152945754588081,24.140854004534,24.4804039161886,0.000374417384958247,0.0423549078007067,0.0847071400164201,9.58225565796607,0.000146162239434717,0.0145148800377518,0.0205348853493772,0.127558610877999,2.66498270289224,105.825031
COY(67-1112) (kg/kg),0.0310147319367202,80,37.5730359371362,0,0,-0.0183194166666685,-2.07233220211183,0,0,0.24617952057491,26.0735352922202,0.00431631440200165,24.463280187558,24.8192616616894,0.000107127736557398,0.0121185222349997,0.0849479125771779,9.60949237298392,0.000126894161443417,0.0156821045859302,0.0228060091204859,0.149229058112931,3.07724400718638,105.790651
CO2Y(67-1112) (kg/kg),1.72405457374927,81,40.4940819703911,0,0,-0.114731666666657,-12.9786953242825,0,0,0.285213079528674,25.8869620506238,0.00706748261331163,24.3077261617038,24.6712019320065,0.000174363290703956,0.0197243541520313,0.0850886580908086,9.62541381117744,0.000119231706627688,0.0167589729295071,0.0245615637227566,0.172912844534552,3.52114912998363,105.880698
,,82,43.517576943063,5.42858586499897,4.95252000523527,0.0708647499999984,8.01637443438895,0.00165329928172359,0.256789382901465,0.327218908985401,26.0656007712275,0.0141139575349054,24.4922200642546,24.8661008914775,0.000350959092040988,0.0397012547557679,0.085351319282181,9.65512661563134,0.000117160640274519,0.0181973154219662,0.0264285137516026,0.198407883271732,3.99047449982196,105.949961
,,83,45.3842937540782,1.12875210193183,-0.0854062756739049,0.35543424999999,40.2074943438903,0.000351724736540432,0.0538061745588047,0.371669844333972,25.7237114052373,-0.00123629360765578,24.1814560307343,24.5542930509908,-3.03563155394468E-05,-0.00343397234609127,0.0855267988282015,9.67497724300922,0.000125015017938693,0.0191245572996773,0.0275932056317286,0.225418742963397,4.4779499317346,105.722731
,,84,47.2733086095813,5.92355645587817,-0.842078177664139,0.0705481666666661,7.9805618401206,0.001732819232,0.281488603160676,0.417998645515801,25.4218041302558,-0.00244628483842059,23.9103897994198,24.2846093354229,-5.94070716242122E-05,-0.00672025697106472,0.0855267988282015,9.67497724300922,0.00012224721998234,0.0198585048905464,0.0287365088338738,0.253583600196199,4.97617435137859,105.377292
,,85,48.895618503623,0,0,-0.121314583333334,-13.7233691553545,0,0,0.466083109072404,25.510739386373,0.00722152327119229,24.0076891956601,24.3908021452102,0.000176138745294682,0.0199251974315252,0.0856148682008489,9.68493984172498,0.000119946257253694,0.0207996312093742,0.0297637857227361,0.282833747474504,5.48333069496945,105.564557
,,86,50.7624086399245,7.27616175816009,7.64111326613499,0.0616725833333322,6.9765365761688,0.00196128474793398,0.351946491330951,0.515912122644177,25.5190087639904,0.0192983727305076,24.0288384123409,24.4190119677902,0.00047124719466514,0.0533085061838394,0.0859385611708288,9.72155669353267,0.000120957497057352,0.021705449315482,0.0309210327695241,0.313176156720634,5.99897817028113,105.531147
,,87,53.5516673470023,0,0,-0.0460541666666667,-5.20974736048265,0,0,0.568069160637641,25.8747946117597,0.0134429181245706,24.3758632391754,24.7775573154503,0.000333082674318455,0.0376790355563863,0.0863407261053206,9.76705046440278,0.000126162152685294,0.0229082949927278,0.0326269518739291,0.34495014904236,6.52953058204185,105.497796
,,88,54.7123408390119,16.7855379958251,16.7379154772346,0.0288139166666663,3.25949283559573,0.00512857057427988,0.818717064152543,0.622201164730648,25.645413168209,0.0196256858031146,24.1712426402423,24.5741680863047,0.000482284901734741,0.0545571155808531,0.0867484098933472,9.8131685399714,0.000147774205146417,0.023590445260069,0.0333742313986468,0.377950740678648,7.07046778103009,105.583275
,,89,56.738620942114,3.74962646574635,2.24489045716424,0.133765166666662,15.1318061840115,0.00123059232982005,0.184596300764756,0.677926645621211,25.8791271936169,0.0120999438455625,24.4052243635305,24.8173173349973,0.000300288146150973,0.0339692473021462,0.08713969641729,9.8574317214129,0.000164610388097095,0.0246925549378468,0.0346535388472219,0.411964625801583,7.61715332158664,105.428931
,,90,57.5081069064706,2.3799883742972,2.62776672215769,0.213602583333341,24.1631881598802,0.000756648814899568,0.117479561080993,0.735050009545503,25.5526897370675,0.0228892894323273,24.1111974094032,24.5222885537691,0.000561297760250267,0.0634952217477678,0.0875704893704906,9.90616395593785,0.000161622141538658,0.025093937735767,0.0351355499232494,0.446859170186818,8.16722232828337,105.325994
,,91,59.8321138705846,3.42642363301407,2.51132800836141,0.15436383333333,17.4619720965305,0.00104773891178753,0.169676881424157,0.793720119934031,26.0072285266314,0.0155177372488091,24.5538645715801,24.9816201880706,0.000387658218128025,0.0438527396072426,0.0880449673596798,9.95983793661536,0.000161732994756014,0.0261919738446777,0.0365691129106627,0.482711501603774,8.72219912015418,105.04473
,,92,62.0167943621956,0,0,-0.128721083333335,-14.5612085218705,0,0,0.854644574050421,26.1306615736185,0.0143656253013069,24.6834953560904,25.116906469221,0.0003608200670648,0.0408167496679638,0.0884192065022762,10.002172681253,0.000150514711892871,0.0272283683322943,0.0379148170546432,0.519953466586427,9.28961493533066,105.072898
,,93,62.6050877130363,0,0,-0.263811666666661,-29.842948717948,0,0,0.916955515088037,25.8021645355732,0.0334449656059564,24.3864873227799,24.8203674270624,0.000830116334925302,0.0939045627743554,0.0890146747032713,10.0695333374741,0.00014958572820395,0.0277018506634082,0.0383097369276446,0.558065743577571,9.85973672137674,105.256529
,,94,62.7580221545175,4.91667595257681,4.07667245064737,0.112836583333335,12.7643193815989,0.00133320998787941,0.249510345983198,0.979637070021814,25.3986878903432,0.0188141428723274,24.0170138301918,24.4495746535849,0.000459997790700181,0.0520359491742286,0.089659731766084,10.1425035934484,0.00015043485989819,0.0281538949470622,0.0384646775094158,0.596452950796101,10.4216709576789,105.475733
,,95,64.3342564030051,2.75248078154754,4.87898893811655,0.206618999999998,23.3731900452486,0.000714305190374127,0.141874434976453,1.04318320930057,25.7008390743346,0.0407121229890925,24.3184463091879,24.7614651703321,0.00100809181540469,0.114037535679264,0.0903937765691364,10.2255403358752,0.00014758902412991,0.0293139538803994,0.0394988961499708,0.635434737625794,10.9808758873745,105.10167
,,96,66.4691643793264,0,0,-0.262262249999999,-29.6676753393664,0,0,1.10858491969174,26.0783591625558,0.0682524465476469,24.6887297494674,25.1466736664265,0.00171632200026889,0.194154072428608,0.0917559834769732,10.3796361399291,0.000144309420067511,0.0305600909701164,0.0408508811809483,0.675609626291254,11.5477595801223,105.188065
,,97,67.7170538945928,4.91828454056041,12.7034456117634,0.12171291666667,13.7684294871799,0.00116973063177402,0.257572234312288,1.1756780288287,26.044923093706,0.0615208777837308,24.6710866302256,25.1324992884451,0.00154617341712413,0.174906495149789,0.0933872311856697,10.5641664237183,0.000142371326907563,0.0313498678904996,0.0416520906479859,0.716861112205721,12.1203920497804,105.434613
,,98,67.7167040833433,2.24601878298225,4.70092550987486,0.26652299999999,30.149660633483,0.000585216374837008,0.1177357314569,1.24339490781767,25.3679028564424,0.0511440126078463,24.0433535593133,24.4975844831564,0.00125290476966833,0.14173130878601,0.094786770279066,10.7224853256862,0.000155973623870678,0.0313792803550862,0.0416661548327248,0.758520234946077,12.6877031409966,104.99213
