s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 8.9451239E+002, 1.5446982E+000,-2.3520726E-001,-1.2718921E+000,-3.9999173E-002,-1.6915755E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3485680E-002,-2.4172542E-003, 4.3509146E-005, 4.3509146E-005
 8.9550732E+002, 1.4724980E+000,-2.6140561E-001,-1.2356651E+000,-4.0007216E-002,-1.6809636E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2316916E-002,-6.4596674E-002, 4.3433846E-005, 4.3433846E-005
 8.9651447E+002, 1.5731558E+000,-2.5713519E-001,-1.2613938E+000,-3.9727352E-002,-1.6560484E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0483271E-002, 1.4882870E-002, 4.3357633E-005, 4.3357633E-005
 8.9751733E+002, 1.5222741E+000,-2.2093033E-001,-1.2300848E+000,-3.5630318E-002,-1.6566537E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8091069E-002, 3.5612120E-002, 4.3281064E-005, 4.3281064E-005
 8.9850836E+002, 1.4958508E+000,-2.2109681E-001,-1.2894011E+000,-3.4516331E-002,-1.6662391E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8123513E-002,-4.9180135E-002, 4.3204833E-005, 4.3204833E-005
 8.9951074E+002, 1.5433190E+000,-1.9210800E-001,-1.2599855E+000,-4.3071371E-002,-1.7126013E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9331330E-002, 4.8137063E-002, 4.3129388E-005, 4.3129388E-005
 9.0052600E+002, 1.5235936E+000,-2.3757954E-001,-1.3061305E+000,-4.5011113E-002,-1.6566926E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4816544E-002,-6.5144140E-002, 4.3051876E-005, 4.3051876E-005
 9.0150964E+002, 1.5196743E+000,-2.4571999E-001,-1.2632187E+000,-3.9887972E-002,-1.6678486E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0679881E-002,-2.9169067E-002, 4.2976067E-005, 4.2976067E-005
 9.0251355E+002, 1.4892128E+000,-2.6545962E-001,-1.1370316E+000,-4.2335249E-002,-1.6721402E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0049288E-002, 4.4369642E-002, 4.2900207E-005, 4.2900207E-005
 9.0352112E+002, 1.4528524E+000,-2.1595202E-001,-1.2365693E+000,-4.1392067E-002,-1.6108601E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7872307E-002,-4.1077115E-002, 4.2823283E-005, 4.2823283E-005
 9.0451636E+002, 1.5123617E+000,-2.2599380E-001,-1.2423254E+000,-3.6128198E-002,-1.6646252E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3510320E-002, 7.8976561E-003, 4.2746701E-005, 4.2746701E-005
 9.0550641E+002, 1.5772804E+000,-2.9156607E-001,-1.3096811E+000,-3.6835740E-002,-1.6573861E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9508819E-002,-6.0819079E-002, 4.2671735E-005, 4.2671735E-005
 9.0650891E+002, 1.4813345E+000,-2.4879822E-001,-1.1600656E+000,-4.2755561E-002,-1.6788748E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7602787E-002, 2.9698299E-002, 4.2596002E-005, 4.2596002E-005
 9.0749640E+002, 1.5181332E+000,-2.1255292E-001,-1.2425168E+000,-3.7650709E-002,-1.6706127E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0829197E-002, 2.5396071E-002, 4.2519319E-005, 4.2519319E-005
 9.0849652E+002, 1.4802674E+000,-2.3678379E-001,-1.2268037E+000,-4.4606701E-002,-1.6695136E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3450425E-002,-2.7943458E-002, 4.2444093E-005, 4.2444093E-005
 9.0952008E+002, 1.4821423E+000,-1.8555840E-001,-1.2393450E+000,-4.2701412E-002,-1.6703250E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7922275E-002, 1.4520774E-002, 4.2367323E-005, 4.2367323E-005
 9.1050598E+002, 1.4801138E+000,-1.9124488E-001,-1.3058386E+000,-4.2376938E-002,-1.7049515E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4336552E-002,-5.9363615E-002, 4.2290170E-005, 4.2290170E-005
 9.1150409E+002, 1.4744748E+000,-2.3113704E-001,-1.1818742E+000,-4.1713178E-002,-1.6630745E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6204913E-002, 1.9733800E-002, 4.2214386E-005, 4.2214386E-005
 9.1251288E+002, 1.4883724E+000,-2.1912603E-001,-1.2117963E+000,-3.5704613E-002,-1.6182111E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1386091E-002, 2.1729223E-002, 4.2138230E-005, 4.2138230E-005
 9.1350464E+002, 1.4995639E+000,-2.2871315E-001,-1.2483932E+000,-4.6829750E-002,-1.6623551E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1205834E-002,-2.4388807E-002, 4.2062399E-005, 4.2062399E-005
 9.1451215E+002, 1.5388198E+000,-2.4074534E-001,-1.2754700E+000,-4.2925588E-002,-1.5986173E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1755223E-002,-2.0337172E-002, 4.1985492E-005, 4.1985492E-005
 9.1549481E+002, 1.5098268E+000,-2.1343990E-001,-1.2465491E+000,-3.6194167E-002,-1.6850914E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3045695E-002, 1.3626704E-002, 4.1909347E-005, 4.1909347E-005
 9.1650269E+002, 1.4714850E+000,-2.1207342E-001,-1.2362096E+000,-4.0423311E-002,-1.6339659E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9321776E-003,-1.7237711E-002, 4.1834115E-005, 4.1834115E-005
 9.1749799E+002, 1.4250819E+000,-1.8108162E-001,-1.2066398E+000,-4.2887488E-002,-1.6583873E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0718357E-003,-5.5436356E-003, 4.1757623E-005, 4.1757623E-005
 9.1849756E+002, 1.4729470E+000,-2.0343792E-001,-1.2426814E+000,-3.6948581E-002,-1.6521762E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1815714E-002,-1.0137401E-002, 4.1682362E-005, 4.1682362E-005
 9.1950787E+002, 1.5459352E+000,-2.3376829E-001,-1.2612433E+000,-4.1201547E-002,-1.6274130E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7274161E-002, 9.7057626E-003, 4.1605577E-005, 4.1605577E-005
 9.2050690E+002, 1.4172601E+000,-1.9975997E-001,-1.2367466E+000,-3.6043525E-002,-1.6264223E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2807609E-002,-5.5306258E-002, 4.1528289E-005, 4.1528289E-005
 9.2150073E+002, 1.3842187E+000,-1.7892273E-001,-1.1707531E+000,-3.7392807E-002,-1.6585315E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5418685E-003,-2.8664370E-003, 4.1452851E-005, 4.1452851E-005
 9.2249518E+002, 1.4502635E+000,-1.9978752E-001,-1.2114914E+000,-4.2907523E-002,-1.7034719E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6508439E-003,-3.9399426E-003, 4.1376379E-005, 4.1376379E-005
 9.2348883E+002, 1.4609546E+000,-2.2529197E-001,-1.2254354E+000,-5.5576854E-002,-1.6471453E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8683670E-002,-4.5366052E-002, 4.1301481E-005, 4.1301481E-005
 9.2450177E+002, 1.4582566E+000,-2.3796711E-001,-1.1733640E+000,-4.3132631E-002,-1.5695343E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8361165E-003, 3.7771369E-003, 4.1223826E-005, 4.1223826E-005
 9.2549359E+002, 1.4818957E+000,-2.3792582E-001,-1.1935203E+000,-3.9071373E-002,-1.5738651E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6276092E-002, 1.1362471E-002, 4.1148271E-005, 4.1148271E-005
 9.2649615E+002, 1.4415233E+000,-2.1189112E-001,-1.2189249E+000,-4.0305936E-002,-1.5427128E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6431106E-002,-2.9614131E-002, 4.1071741E-005, 4.1071741E-005
 9.2748621E+002, 1.4452928E+000,-2.0064561E-001,-1.1911050E+000,-4.5323783E-002,-1.7138466E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9958088E-002, 8.2013598E-003, 4.0996111E-005, 4.0996111E-005
 9.2849823E+002, 1.4895455E+000,-3.0068374E-001,-1.1986872E+000,-4.9599250E-002,-1.5726285E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7272179E-002,-5.9440370E-002, 4.0920236E-005, 4.0920236E-005
 9.2950250E+002, 1.4287058E+000,-2.5578288E-001,-1.1401774E+000,-4.3654487E-002,-1.5646852E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5008397E-003,-1.0924658E-002, 4.0843146E-005, 4.0843146E-005
 9.3050885E+002, 1.4142519E+000,-2.0685338E-001,-1.1757551E+000,-4.1339238E-002,-1.5952133E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9043714E-003,-9.7117952E-003, 4.0766274E-005, 4.0766274E-005
 9.3148669E+002, 1.4442257E+000,-2.1180029E-001,-1.1860227E+000,-3.4866549E-002,-1.5822369E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1623373E-002, 1.1520411E-002, 4.0691007E-005, 4.0691007E-005
 9.3249390E+002, 1.4050078E+000,-1.8801731E-001,-1.1642201E+000,-3.6188055E-002,-1.5946896E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3456765E-002, 1.6566417E-002, 4.0615277E-005, 4.0615277E-005
 9.3350208E+002, 1.4661539E+000,-2.1337052E-001,-1.2025354E+000,-3.8601543E-002,-1.6093429E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9855917E-002, 1.1630393E-002, 4.0528237E-005, 4.0528237E-005
 9.3449359E+002, 1.4649761E+000,-2.6797869E-001,-1.1841087E+000,-4.5203853E-002,-1.5850369E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0707646E-002,-3.2331035E-002, 4.0431865E-005, 4.0431865E-005
 9.3548840E+002, 1.3669639E+000,-2.1385800E-001,-1.1705246E+000,-3.8362408E-002,-1.5018906E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2812390E-002,-5.5796143E-002, 4.0336844E-005, 4.0336844E-005
 9.3649622E+002, 1.4116675E+000,-1.9805793E-001,-1.1627872E+000,-3.0421486E-002,-1.5368215E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5340206E-002, 2.0385547E-002, 4.0241320E-005, 4.0241320E-005
 9.3749310E+002, 1.4509345E+000,-2.1233000E-001,-1.1873490E+000,-3.7885009E-002,-1.5702560E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2714338E-002, 1.3354801E-002, 4.0144374E-005, 4.0144374E-005
 9.3848730E+002, 1.3727608E+000,-2.1129465E-001,-1.1295387E+000,-3.7092339E-002,-1.5664594E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5556621E-003,-5.1805036E-003, 4.0049368E-005, 4.0049368E-005
 9.3949121E+002, 1.3795464E+000,-2.2927801E-001,-1.1157009E+000,-3.6887342E-002,-1.5624130E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8100798E-004,-2.3355051E-003, 3.9952429E-005, 3.9952429E-005
 9.4048743E+002, 1.4120738E+000,-1.9965923E-001,-1.1897524E+000,-4.2505726E-002,-1.5469791E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8883391E-003,-1.9859039E-002, 3.9856931E-005, 3.9856931E-005
 9.4148132E+002, 1.4417635E+000,-2.0708166E-001,-1.2147203E+000,-3.7090263E-002,-1.5724129E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1948953E-002,-1.7144411E-002, 3.9760522E-005, 3.9760522E-005
 9.4247839E+002, 1.3875236E+000,-2.7842478E-001,-1.0839934E+000,-4.2342753E-002,-1.5656815E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4709200E-002,-1.7252973E-002, 3.9665787E-005, 3.9665787E-005
 9.4349048E+002, 1.4095094E+000,-2.2815551E-001,-1.1351134E+000,-3.8337978E-002,-1.5034943E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1685966E-002, 7.8874558E-003, 3.9569278E-005, 3.9569278E-005
 9.4448102E+002, 1.3778575E+000,-1.8885321E-001,-1.1552111E+000,-3.3569399E-002,-1.5459613E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1650144E-003, 2.0838723E-004, 3.9471941E-005, 3.9471941E-005
 9.4547803E+002, 1.3701329E+000,-1.9321773E-001,-1.1458499E+000,-3.7000186E-002,-1.5372808E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2551035E-003,-5.9502707E-003, 3.9376375E-005, 3.9376375E-005
 9.4648889E+002, 1.3854769E+000,-1.8043970E-001,-1.1778236E+000,-3.0879049E-002,-1.5363750E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7603321E-004,-3.6808611E-003, 3.9280084E-005, 3.9280084E-005
 9.4749237E+002, 1.4214931E+000,-2.2895961E-001,-1.1748656E+000,-3.3485130E-002,-1.5557370E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.4717257E-003,-1.5832746E-002, 3.9182442E-005, 3.9182442E-005
 9.4849231E+002, 1.3310116E+000,-1.7678561E-001,-1.1171270E+000,-3.4652154E-002,-1.5252407E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9540775E-003, 2.4315381E-003, 3.9087212E-005, 3.9087212E-005
 9.4949341E+002, 1.3971696E+000,-2.0795216E-001,-1.1795096E+000,-3.0631827E-002,-1.5464129E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1723994E-002,-2.0939505E-002, 3.8991743E-005, 3.8991743E-005
 9.5047272E+002, 1.3336086E+000,-1.6084807E-001,-1.1051280E+000,-3.4200924E-002,-1.5441595E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4819306E-002, 3.3416154E-002, 3.8896264E-005, 3.8896264E-005
 9.5148438E+002, 1.4196572E+000,-2.1514134E-001,-1.1929837E+000,-3.9212401E-002,-1.5017049E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0150985E-002,-2.7695296E-002, 3.8799573E-005, 3.8799573E-005
 9.5249677E+002, 1.4042583E+000,-1.9161548E-001,-1.1575041E+000,-3.8409910E-002,-1.5043130E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8287728E-002, 1.6713729E-002, 3.8703127E-005, 3.8703127E-005
 9.5348560E+002, 1.3770564E+000,-2.1110148E-001,-1.1740518E+000,-3.7452395E-002,-1.5324789E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7357204E-002,-4.5564682E-002, 3.8606623E-005, 3.8606623E-005
 9.5448993E+002, 1.3551732E+000,-2.2116750E-001,-1.0814495E+000,-3.8256342E-002,-1.5054664E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3491571E-002, 1.4284761E-002, 3.8510886E-005, 3.8510886E-005
 9.5548663E+002, 1.4024922E+000,-2.7162300E-001,-1.1187502E+000,-3.8538308E-002,-1.5273794E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0576812E-002,-2.6434575E-002, 3.8415085E-005, 3.8415085E-005
 9.5648083E+002, 1.4018690E+000,-1.9730109E-001,-1.1537198E+000,-4.4188368E-002,-1.5038035E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3471943E-002, 6.6447050E-003, 3.8319180E-005, 3.8319180E-005
 9.5749066E+002, 1.3507657E+000,-1.8944452E-001,-1.1439249E+000,-3.4299999E-002,-1.5286761E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1619030E-002,-1.6918952E-002, 3.8222045E-005, 3.8222045E-005
 9.5848120E+002, 1.3737194E+000,-1.9973502E-001,-1.1299401E+000,-4.1464351E-002,-1.4900337E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0396261E-002, 2.5650813E-003, 3.8127069E-005, 3.8127069E-005
 9.5947955E+002, 1.3255819E+000,-1.9836378E-001,-1.1012165E+000,-3.8935003E-002,-1.4967526E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3392590E-003,-1.2948300E-002, 3.8031285E-005, 3.8031285E-005
 9.6048505E+002, 1.3662204E+000,-1.9079510E-001,-1.1432698E+000,-3.9478629E-002,-1.4809689E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2106392E-004,-7.3379605E-003, 3.7934552E-005, 3.7934552E-005
 9.6146851E+002, 1.3700113E+000,-2.0401142E-001,-1.1341798E+000,-4.4698765E-002,-1.5120429E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9023478E-003,-1.2893753E-002, 3.7839255E-005, 3.7839255E-005
 9.6246820E+002, 1.3566767E+000,-1.8690233E-001,-1.1301177E+000,-3.6431885E-002,-1.4712611E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3643621E-002, 3.2101007E-003, 3.7743852E-005, 3.7743852E-005
 9.6347559E+002, 1.3289879E+000,-1.7591714E-001,-1.1420690E+000,-3.4860316E-002,-1.4955390E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9475509E-002,-2.3873561E-002, 3.7647823E-005, 3.7647823E-005
 9.6447327E+002, 1.3291315E+000,-2.0175767E-001,-1.1139784E+000,-3.3819116E-002,-1.4814859E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5649276E-002,-2.0438546E-002, 3.7550823E-005, 3.7550823E-005
 9.6548224E+002, 1.3169446E+000,-2.1609577E-001,-1.0995986E+000,-3.4171595E-002,-1.4561342E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8805147E-002,-3.2935954E-002, 3.7455108E-005, 3.7455108E-005
 9.6646588E+002, 1.3191170E+000,-2.0732341E-001,-1.0346019E+000,-3.2632116E-002,-1.4722836E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9437383E-002, 4.4544855E-002, 3.7358654E-005, 3.7358654E-005
 9.6747638E+002, 1.3278582E+000,-1.9937677E-001,-1.1363733E+000,-4.1277874E-002,-1.4705387E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3715296E-002,-4.9184463E-002, 3.7263458E-005, 3.7263458E-005
 9.6848621E+002, 1.3101715E+000,-2.1273105E-001,-1.0445752E+000,-4.2682035E-002,-1.5173627E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8264695E-002, 1.0168087E-002, 3.7165465E-005, 3.7165465E-005
 9.6947760E+002, 1.3578562E+000,-2.0614308E-001,-1.1287229E+000,-3.8534961E-002,-1.4143529E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4233095E-002,-1.5558796E-002, 3.7069950E-005, 3.7069950E-005
 9.7047980E+002, 1.2918321E+000,-1.7574611E-001,-1.0710242E+000,-3.2109977E-002,-1.4683382E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9101619E-002, 1.2937203E-002, 3.6974703E-005, 3.6974703E-005
 9.7146924E+002, 1.3273972E+000,-1.9049991E-001,-1.0995024E+000,-3.2788847E-002,-1.4776453E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4225942E-002, 4.5912491E-003, 3.6876818E-005, 3.6876818E-005
 9.7246942E+002, 1.3052526E+000,-2.0378840E-001,-1.0774460E+000,-4.0133592E-002,-1.4783386E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3257030E-002,-1.6130123E-002, 3.6782007E-005, 3.6782007E-005
 9.7348273E+002, 1.2880632E+000,-1.7440784E-001,-1.1238809E+000,-3.5269755E-002,-1.4332678E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4866363E-002,-4.5509608E-002, 3.6685396E-005, 3.6685396E-005
 9.7447479E+002, 1.2544602E+000,-1.7716457E-001,-1.0512904E+000,-3.0557855E-002,-1.4582735E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1106843E-003,-4.5672717E-003, 3.6590035E-005, 3.6590035E-005
 9.7547406E+002, 1.2459164E+000,-1.5147953E-001,-1.0082754E+000,-3.0218890E-002,-1.4645372E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7261181E-002, 5.5927878E-002, 3.6493245E-005, 3.6493245E-005
 9.7646863E+002, 1.2925595E+000,-1.8585627E-001,-1.1259939E+000,-3.6214133E-002,-1.4321311E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3870963E-002,-5.5519056E-002, 3.6398309E-005, 3.6398309E-005
 9.7746698E+002, 1.3542847E+000,-1.9216603E-001,-1.1120874E+000,-3.3036550E-002,-1.4014531E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5861095E-002, 1.6980714E-002, 3.6299362E-005, 3.6299362E-005
 9.7845886E+002, 1.2890959E+000,-1.8218807E-001,-1.0897155E+000,-3.3451158E-002,-1.4297903E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990908E-004,-1.6273152E-002, 3.6189248E-005, 3.6189248E-005
 9.7947980E+002, 1.2929155E+000,-1.9203885E-001,-1.0673574E+000,-2.9983253E-002,-1.4575591E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7916944E-003, 3.5214755E-003, 3.6075760E-005, 3.6075760E-005
 9.8046191E+002, 1.2510601E+000,-1.9038096E-001,-1.0388674E+000,-4.2988445E-002,-1.4190608E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5085593E-003,-2.1190948E-002, 3.5962909E-005, 3.5962909E-005
 9.8147827E+002, 1.2679916E+000,-1.6250002E-001,-1.0799333E+000,-3.2872809E-002,-1.4020721E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5963990E-004,-7.3285782E-003, 3.5850785E-005, 3.5850785E-005
 9.8247919E+002, 1.2936545E+000,-1.6336952E-001,-1.1171620E+000,-2.9615975E-002,-1.4422796E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0542467E-002,-1.6507475E-002, 3.5736307E-005, 3.5736307E-005
 9.8346814E+002, 1.2431751E+000,-1.5538765E-001,-1.0599638E+000,-2.9510940E-002,-1.4229562E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5427786E-003,-1.7014973E-003, 3.5623926E-005, 3.5623926E-005
 9.8446979E+002, 1.3257775E+000,-1.8755102E-001,-1.1414231E+000,-3.0513618E-002,-1.4133507E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6202255E-002,-3.3724336E-002, 3.5511351E-005, 3.5511351E-005
 9.8547498E+002, 1.2727403E+000,-1.8824809E-001,-1.0669209E+000,-3.4511658E-002,-1.4080436E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0114404E-002,-1.6954496E-002, 3.5398626E-005, 3.5398626E-005
 9.8646924E+002, 1.2658899E+000,-2.1915706E-001,-9.9342043E-001,-3.4958773E-002,-1.3454131E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3214168E-002, 1.8340174E-002, 3.5285922E-005, 3.5285922E-005
 9.8745734E+002, 1.2014495E+000,-1.4951721E-001,-9.8840973E-001,-2.9905316E-002,-1.4209255E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9161766E-002, 3.3603010E-002, 3.5173414E-005, 3.5173414E-005
 9.8845441E+002, 1.2140864E+000,-1.4615204E-001,-1.0424114E+000,-3.3417134E-002,-1.4250224E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0991694E-003,-7.9084351E-003, 3.5062545E-005, 3.5062545E-005
 9.8946735E+002, 1.2382277E+000,-1.7844074E-001,-1.0389913E+000,-3.4143683E-002,-1.3877546E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4014534E-003,-1.3361869E-002, 3.4949644E-005, 3.4949644E-005
 9.9045142E+002, 1.2029290E+000,-1.7438753E-001,-1.0079337E+000,-3.5738647E-002,-1.3671891E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3116914E-002,-1.5144619E-002, 3.4836755E-005, 3.4836755E-005
 9.9146393E+002, 1.1890760E+000,-1.6150011E-001,-1.0332569E+000,-3.3944951E-002,-1.3315845E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6256336E-002,-3.9639273E-002, 3.4724399E-005, 3.4724399E-005
 9.9247113E+002, 1.2192698E+000,-1.5693624E-001,-9.9294073E-001,-3.5659658E-002,-1.3877460E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5272919E-002, 3.3719259E-002, 3.4611191E-005, 3.4611191E-005
 9.9345331E+002, 1.2473212E+000,-1.5149032E-001,-1.0452693E+000,-3.9063996E-002,-1.4024507E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3655067E-002, 1.1483542E-002, 3.4497224E-005, 3.4497224E-005
 9.9445319E+002, 1.1266828E+000,-1.3907535E-001,-1.0444608E+000,-2.8122751E-002,-1.3429224E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.6966161E-002,-8.4989563E-002, 3.4386695E-005, 3.4386695E-005
 9.9545312E+002, 1.1757639E+000,-1.4121435E-001,-9.7737821E-001,-2.6955832E-002,-1.3611891E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2298438E-002, 3.0201915E-002, 3.4272410E-005, 3.4272410E-005
 9.9645300E+002, 1.2335181E+000,-1.5424315E-001,-1.0215642E+000,-2.8560558E-002,-1.3798203E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0015733E-002, 2.9136382E-002, 3.4161215E-005, 3.4161215E-005
 9.9746906E+002, 1.2325567E+000,-1.9266169E-001,-1.0556353E+000,-3.3294418E-002,-1.3631045E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5708711E-002,-4.9048368E-002, 3.4045817E-005, 3.4045817E-005
 9.9844922E+002, 1.1547873E+000,-1.5974562E-001,-9.5062357E-001,-3.1956826E-002,-1.3585079E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2440342E-002, 1.2447685E-002, 3.3934665E-005, 3.3934665E-005
 9.9946222E+002, 1.2163815E+000,-1.7336616E-001,-9.5707624E-001,-3.1911952E-002,-1.3618313E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6849408E-002, 5.4013520E-002, 3.3822562E-005, 3.3822562E-005
