s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 2.2088008E+002, 5.9146146E-001,-5.7549102E-002,-5.1632551E-001,-1.4301589E-002,-7.2001964E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2520126E-003, 3.2780591E-003, 1.6939074E-005, 1.6939074E-005
 2.2190393E+002, 5.9210071E-001,-5.7326199E-002,-5.1868959E-001,-1.3818002E-002,-7.0859413E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2186103E-003, 2.2598392E-003, 1.6741323E-005, 1.6741323E-005
 2.2289442E+002, 5.9825483E-001,-5.8141038E-002,-5.3001195E-001,-1.4016787E-002,-7.0750664E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4934090E-003,-3.9220195E-003, 1.6700966E-005, 1.6700966E-005
 2.2388492E+002, 5.8992212E-001,-5.7409483E-002,-5.1123785E-001,-1.3863260E-002,-7.2697403E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0018205E-003, 7.4042630E-003, 1.6886256E-005, 1.6886256E-005
 2.2488098E+002, 5.9459482E-001,-6.2126585E-002,-5.2472104E-001,-1.4494711E-002,-7.3825971E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6515708E-003,-6.7548988E-003, 1.7079918E-005, 1.7079918E-005
 2.2590146E+002, 5.9660641E-001,-5.6835544E-002,-5.2499935E-001,-1.5274507E-002,-7.4082388E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3290980E-003,-5.1039692E-004, 1.7276083E-005, 1.7276083E-005
 2.2690546E+002, 6.0618608E-001,-6.1232552E-002,-5.2474512E-001,-1.5054319E-002,-7.4160221E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5676780E-003, 5.1466662E-003, 1.7472439E-005, 1.7472439E-005
 2.2788313E+002, 6.1599517E-001,-6.0963175E-002,-5.3155763E-001,-1.5840346E-002,-7.6092384E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4608365E-003, 7.6264056E-003, 1.7666825E-005, 1.7666825E-005
 2.2888800E+002, 6.3812064E-001,-7.5597731E-002,-5.5442829E-001,-1.9207832E-002,-7.6053823E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2677303E-003,-1.1120818E-002, 1.7858525E-005, 1.7858525E-005
 2.2988107E+002, 6.3253199E-001,-6.9442316E-002,-5.5491319E-001,-1.8096616E-002,-7.5648596E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1923168E-002,-9.9277053E-003, 1.8052663E-005, 1.8052663E-005
 2.3089729E+002, 6.7161270E-001,-7.4872579E-002,-5.3878342E-001,-1.8453806E-002,-7.7542932E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6599679E-002, 3.9495140E-002, 1.8245783E-005, 1.8245783E-005
 2.3188644E+002, 6.6961973E-001,-6.9437300E-002,-5.9107832E-001,-2.0110413E-002,-7.7040006E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5772418E-002,-1.1014012E-002, 1.8326112E-005, 1.8326112E-005
 2.3290262E+002, 6.3666294E-001,-6.9191404E-002,-5.7043030E-001,-2.0434368E-002,-7.6699936E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0113055E-002,-2.3400805E-002, 1.8250215E-005, 1.8250215E-005
 2.3387616E+002, 6.2838246E-001,-6.9982361E-002,-5.3881119E-001,-1.8417484E-002,-7.6520401E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5435680E-004, 1.1637712E-003, 1.8169904E-005, 1.8169904E-005
 2.3489653E+002, 6.4406814E-001,-7.2656543E-002,-5.6243759E-001,-1.8429027E-002,-7.6765398E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1485694E-003,-9.4627024E-003, 1.8090010E-005, 1.8090010E-005
 2.3589069E+002, 6.2491753E-001,-6.3359333E-002,-5.5394020E-001,-1.6899272E-002,-7.5755995E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2689585E-004,-9.2888539E-003, 1.8008893E-005, 1.8008893E-005
 2.3690269E+002, 6.2623484E-001,-6.4037692E-002,-5.4787537E-001,-1.7590148E-002,-7.5712622E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3371598E-003,-3.2759416E-003, 1.7928357E-005, 1.7928357E-005
 2.3790031E+002, 6.2376556E-001,-6.3754947E-002,-5.3708438E-001,-1.6830180E-002,-7.6027381E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2979794E-003, 6.0884527E-003, 1.7848689E-005, 1.7848689E-005
 2.3888977E+002, 6.2537278E-001,-6.8205865E-002,-5.4090114E-001,-1.8672428E-002,-7.6477088E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9917644E-003,-2.4143040E-003, 1.7769142E-005, 1.7769142E-005
 2.3987199E+002, 6.1765753E-001,-7.1482172E-002,-5.4491116E-001,-1.8071207E-002,-7.5663295E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4984412E-002,-1.6814582E-002, 1.7689451E-005, 1.7689451E-005
 2.4087241E+002, 5.9833485E-001,-7.4889928E-002,-5.2557445E-001,-1.8393472E-002,-7.3563236E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3208359E-002,-2.0530354E-002, 1.7611044E-005, 1.7611044E-005
 2.4189487E+002, 6.0354389E-001,-5.6333493E-002,-5.1861744E-001,-1.5555001E-002,-7.5085626E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6526099E-003, 1.3030444E-002, 1.7530172E-005, 1.7530172E-005
 2.4289517E+002, 6.0762117E-001,-6.2343345E-002,-5.3242482E-001,-1.5890122E-002,-7.4185482E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3274296E-004,-3.0445327E-003, 1.7447826E-005, 1.7447826E-005
 2.4387244E+002, 5.9045753E-001,-6.3610241E-002,-5.2045171E-001,-1.5288733E-002,-7.2450828E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0857858E-002,-8.9004077E-003, 1.7370025E-005, 1.7370025E-005
 2.4487500E+002, 5.9549613E-001,-5.6131851E-002,-5.1429399E-001,-1.7354309E-002,-7.3065589E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7035047E-002, 7.7086767E-003, 1.7290125E-005, 1.7290125E-005
 2.4589018E+002, 5.9858034E-001,-6.1467038E-002,-5.3208306E-001,-1.6093042E-002,-7.2972951E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7717306E-003,-1.1070097E-002, 1.7209721E-005, 1.7209721E-005
 2.4689049E+002, 5.9926191E-001,-6.2105465E-002,-5.1906448E-001,-1.7741659E-002,-7.2753052E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5156864E-003, 3.4303783E-004, 1.7129130E-005, 1.7129130E-005
 2.4789079E+002, 6.0288395E-001,-6.4535469E-002,-5.2647518E-001,-1.8102668E-002,-7.4279589E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4161687E-004,-6.2367981E-003, 1.7048373E-005, 1.7048373E-005
 2.4886981E+002, 6.0439063E-001,-6.4340654E-002,-5.0086432E-001,-2.0190829E-002,-7.1388002E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1904041E-002, 1.8987680E-002, 1.6969650E-005, 1.6969650E-005
 2.4989352E+002, 6.0795212E-001,-6.0668691E-002,-5.5766713E-001,-1.6211578E-002,-7.2385821E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5371221E-002,-2.6602517E-002, 1.6890294E-005, 1.6890294E-005
 2.5089500E+002, 5.8254201E-001,-5.7034285E-002,-5.0851320E-001,-1.3939651E-002,-7.1725855E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1786497E-003, 3.0477064E-003, 1.6808272E-005, 1.6808272E-005
 2.5186070E+002, 5.9982990E-001,-6.5340772E-002,-5.3046910E-001,-1.5110796E-002,-7.1091960E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9659721E-003,-1.1097873E-002, 1.6730686E-005, 1.6730686E-005
 2.5286218E+002, 5.8385824E-001,-5.7366389E-002,-5.0977301E-001,-1.4686932E-002,-7.1050818E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4454213E-003, 2.0247996E-003, 1.6650386E-005, 1.6650386E-005
 2.5388660E+002, 5.9834909E-001,-6.2754467E-002,-5.1955921E-001,-1.4627710E-002,-7.1078641E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1986668E-003, 1.4005974E-003, 1.6570966E-005, 1.6570966E-005
 2.5486906E+002, 5.7649361E-001,-5.7183185E-002,-4.9806024E-001,-1.7908167E-002,-7.0671481E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2219693E-003, 3.3349513E-003, 1.6489435E-005, 1.6489435E-005
 2.5587975E+002, 5.7793737E-001,-5.5539942E-002,-4.9923672E-001,-1.4927921E-002,-7.0871098E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9522725E-003, 8.2256981E-003, 1.6410043E-005, 1.6410043E-005
 2.5686111E+002, 5.5970834E-001,-5.5720543E-002,-5.0003128E-001,-1.8576266E-002,-6.9818398E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0218280E-002,-1.4626728E-002, 1.6329541E-005, 1.6329541E-005
 2.5786438E+002, 5.8511899E-001,-5.8389914E-002,-5.2756984E-001,-1.6403763E-002,-6.8863615E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8481756E-002,-1.7251409E-002, 1.6251941E-005, 1.6251941E-005
 2.5886511E+002, 5.9420405E-001,-5.7226626E-002,-5.1451731E-001,-1.5726329E-002,-7.0358662E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0326844E-002, 6.7267433E-003, 1.6620048E-005, 1.6620048E-005
 2.5988635E+002, 6.1052494E-001,-5.9831870E-002,-5.2920376E-001,-1.5310592E-002,-7.4948202E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7865166E-003, 6.1712248E-003, 1.7677511E-005, 1.7677511E-005
 2.6086554E+002, 6.2323193E-001,-6.3783679E-002,-5.4498610E-001,-1.5723186E-002,-7.7459800E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7031427E-003,-1.2687767E-003, 1.8291350E-005, 1.8291350E-005
 2.6186566E+002, 6.3725689E-001,-6.2391697E-002,-5.6243347E-001,-1.5162962E-002,-7.7075246E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4380380E-003,-2.7389377E-003, 1.8241210E-005, 1.8241210E-005
 2.6285773E+002, 6.6548433E-001,-6.8283079E-002,-5.8832645E-001,-1.6078017E-002,-7.5751678E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7676684E-003,-7.2107943E-003, 1.8190669E-005, 1.8190669E-005
 2.6388321E+002, 6.2700540E-001,-6.3367548E-002,-5.4167667E-001,-1.5200709E-002,-7.7142209E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4820408E-003, 6.7527567E-003, 1.8139715E-005, 1.8139715E-005
 2.6488309E+002, 6.3156736E-001,-6.2972403E-002,-5.5903314E-001,-1.6084359E-002,-7.6103393E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0401684E-003,-6.5301552E-003, 1.8087913E-005, 1.8087913E-005
 2.6586075E+002, 6.3616866E-001,-6.5506407E-002,-5.5757485E-001,-1.5729756E-002,-7.7217930E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1524606E-003,-2.6500726E-003, 1.8038133E-005, 1.8038133E-005
 2.6687802E+002, 6.3680258E-001,-6.3260067E-002,-5.5997092E-001,-1.4817798E-002,-7.5966551E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1053293E-003,-1.2537968E-003, 1.7982876E-005, 1.7982876E-005
 2.6786609E+002, 6.3563691E-001,-6.4620942E-002,-5.6750095E-001,-1.4769713E-002,-7.5421625E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2367885E-002,-1.1262230E-002, 1.7898022E-005, 1.7898022E-005
 2.6887915E+002, 6.3047076E-001,-6.8305951E-002,-5.3973576E-001,-1.6837847E-002,-7.5760270E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6675644E-003, 5.5836316E-003, 1.7806933E-005, 1.7806933E-005
 2.6986298E+002, 6.1461922E-001,-6.1938359E-002,-5.4092977E-001,-1.8975805E-002,-7.5592713E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8595973E-003,-7.2322821E-003, 1.7715554E-005, 1.7715554E-005
 2.7085867E+002, 6.4469315E-001,-7.0023019E-002,-5.5799305E-001,-1.7616940E-002,-7.4276090E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8895575E-004,-9.4729084E-004, 1.7626018E-005, 1.7626018E-005
 2.7185541E+002, 6.3482652E-001,-6.4553166E-002,-5.3975351E-001,-1.7491518E-002,-7.3642631E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6711496E-002, 1.3020958E-002, 1.7533762E-005, 1.7533762E-005
 2.7288254E+002, 6.1097980E-001,-5.9398470E-002,-5.4764059E-001,-1.6199359E-002,-7.4297667E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3128377E-002,-1.2266057E-002, 1.7441307E-005, 1.7441307E-005
 2.7387219E+002, 6.0724288E-001,-6.2640194E-002,-5.3045524E-001,-1.6029904E-002,-7.3445459E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7496296E-003,-1.8897980E-003, 1.7350510E-005, 1.7350510E-005
 2.7488171E+002, 6.0729206E-001,-5.9607139E-002,-5.4018105E-001,-1.4911575E-002,-7.4151241E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1846444E-002,-7.4151206E-003, 1.7259461E-005, 1.7259461E-005
 2.7584735E+002, 5.8757737E-001,-5.7830337E-002,-5.3499493E-001,-1.4798562E-002,-7.3163807E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6354530E-002,-2.0053781E-002, 1.7169951E-005, 1.7169951E-005
 2.7687155E+002, 6.1551441E-001,-6.3019782E-002,-5.1827057E-001,-1.5038373E-002,-7.3061039E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7263671E-002, 1.9178376E-002, 1.7077418E-005, 1.7077418E-005
 2.7786798E+002, 5.9703310E-001,-6.1416773E-002,-5.2939049E-001,-1.5377187E-002,-7.1716965E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8666454E-003,-9.1585298E-003, 1.6987030E-005, 1.6987030E-005
 2.7884808E+002, 6.0087311E-001,-5.9985200E-002,-5.1675617E-001,-1.6989484E-002,-7.2223785E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3932698E-002, 7.1350316E-003, 1.6895206E-005, 1.6895206E-005
 2.7985895E+002, 6.1675157E-001,-6.3269207E-002,-5.4355389E-001,-1.5309625E-002,-7.1456426E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0195548E-003,-5.3882953E-003, 1.6804752E-005, 1.6804752E-005
 2.8086578E+002, 5.9037362E-001,-6.0064512E-002,-5.3192515E-001,-1.6008440E-002,-7.0488562E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0313455E-002,-1.7631536E-002, 1.6713743E-005, 1.6713743E-005
 2.8184381E+002, 5.9385515E-001,-6.0470971E-002,-5.1903853E-001,-1.6336581E-002,-7.0717554E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1237891E-003,-1.9979992E-003, 1.6622167E-005, 1.6622167E-005
 2.8287750E+002, 5.7127347E-001,-5.6643059E-002,-4.8612061E-001,-1.4400383E-002,-7.1988785E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6102198E-002, 1.4102214E-002, 1.6530784E-005, 1.6530784E-005
 2.8385190E+002, 5.7933043E-001,-5.9421361E-002,-5.2353562E-001,-1.7522138E-002,-7.0771718E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8821628E-002,-2.1155763E-002, 1.6439779E-005, 1.6439779E-005
 2.8487491E+002, 5.6668219E-001,-5.3341072E-002,-4.9762085E-001,-1.5337899E-002,-7.0768060E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0564932E-003, 3.7529616E-004, 1.6348529E-005, 1.6348529E-005
 2.8585675E+002, 5.6115876E-001,-5.4374152E-002,-5.0868740E-001,-1.4077745E-002,-6.9311619E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8091852E-002,-1.5987467E-002, 1.6256501E-005, 1.6256501E-005
 2.8687634E+002, 5.7899832E-001,-5.5053311E-002,-5.0011696E-001,-1.3352574E-002,-6.9508028E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7610908E-002, 1.0468524E-002, 1.6165387E-005, 1.6165387E-005
 2.8785455E+002, 5.7767999E-001,-5.5467972E-002,-5.1152820E-001,-1.2954680E-002,-6.9271519E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0859776E-003,-2.2777866E-003, 1.6074380E-005, 1.6074380E-005
 2.8885992E+002, 5.6407147E-001,-5.4378477E-002,-5.0973682E-001,-1.2518159E-002,-6.8229832E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3987280E-002,-1.2568805E-002, 1.6066187E-005, 1.6066187E-005
 2.8984540E+002, 5.5132737E-001,-5.2563162E-002,-4.9137508E-001,-1.2609629E-002,-6.8707197E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9803183E-003,-5.2273775E-003, 1.6186546E-005, 1.6186546E-005
 2.9087045E+002, 5.6250555E-001,-5.4426680E-002,-4.8536700E-001,-1.3638265E-002,-6.9501422E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0122273E-002, 9.0666565E-003, 1.6311516E-005, 1.6311516E-005
 2.9185889E+002, 5.7272860E-001,-5.3028842E-002,-4.9846110E-001,-1.2867989E-002,-7.0482491E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0957912E-003, 8.3636235E-003, 1.6434430E-005, 1.6434430E-005
 2.9284735E+002, 5.7727195E-001,-5.4728282E-002,-5.1403335E-001,-1.3567927E-002,-7.0920524E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5600737E-005,-5.0646928E-003, 1.6555582E-005, 1.6555582E-005
 2.9384125E+002, 6.1182049E-001,-6.4144069E-002,-5.3526784E-001,-1.5465474E-002,-7.0795828E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2286145E-003,-3.0639789E-003, 1.6676031E-005, 1.6676031E-005
 2.9485287E+002, 5.8104052E-001,-5.9979114E-002,-5.0388557E-001,-1.5825819E-002,-7.2578191E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9872065E-003, 1.3427592E-003, 1.6800057E-005, 1.6800057E-005
 2.9585712E+002, 5.8223210E-001,-6.4200636E-002,-5.1499268E-001,-1.5958992E-002,-7.2337764E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.1177934E-003,-1.2927437E-002, 1.6925452E-005, 1.6925452E-005
 2.9686340E+002, 6.1272314E-001,-6.3758355E-002,-5.2193252E-001,-1.6762854E-002,-7.2361394E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1634498E-002, 1.0262170E-002, 1.7045376E-005, 1.7045376E-005
 2.9786124E+002, 5.9544364E-001,-6.0561920E-002,-5.1631577E-001,-1.5244022E-002,-7.4009364E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8711838E-003, 3.3145275E-003, 1.7169896E-005, 1.7169896E-005
 2.9884421E+002, 5.8924568E-001,-5.9937464E-002,-5.3235093E-001,-1.4507552E-002,-7.3469885E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2724130E-002,-1.7557608E-002, 1.7290588E-005, 1.7290588E-005
 2.9983511E+002, 6.0915866E-001,-6.0874684E-002,-5.3618119E-001,-1.3425675E-002,-7.4676526E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5873746E-003,-1.3303586E-003, 1.7413427E-005, 1.7413427E-005
 3.0086966E+002, 6.0091829E-001,-6.2270270E-002,-5.0753219E-001,-1.4733661E-002,-7.3258545E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5863751E-002, 1.6374846E-002, 1.7536016E-005, 1.7536016E-005
 3.0186160E+002, 6.5482456E-001,-7.2771027E-002,-5.6674746E-001,-1.6881766E-002,-7.4104268E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1094644E-005,-1.5831026E-003, 1.7662244E-005, 1.7662244E-005
 3.0286200E+002, 6.0155441E-001,-5.8050384E-002,-5.2313922E-001,-1.5492143E-002,-7.5662393E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4635503E-003, 4.8650914E-003, 1.7784762E-005, 1.7784762E-005
 3.0386292E+002, 6.2793848E-001,-6.1414531E-002,-5.6041962E-001,-1.4888967E-002,-7.5570485E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8718993E-003,-8.7921987E-003, 1.7908126E-005, 1.7908126E-005
 3.0483948E+002, 6.3475134E-001,-6.7784290E-002,-5.6702103E-001,-1.6393696E-002,-7.5947038E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1610823E-002,-1.6455273E-002, 1.8027902E-005, 1.8027902E-005
 3.0583112E+002, 6.1671026E-001,-6.1715995E-002,-5.3851603E-001,-1.5056665E-002,-7.6724408E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8734501E-003, 1.4138986E-003, 1.8148942E-005, 1.8148942E-005
 3.0686115E+002, 6.3286866E-001,-6.3977377E-002,-5.4321593E-001,-1.5874030E-002,-7.7021133E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2536776E-002, 9.7936290E-003, 1.8273464E-005, 1.8273464E-005
 3.0784637E+002, 6.4253562E-001,-6.5708757E-002,-5.5533516E-001,-1.5481023E-002,-7.7456175E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9856935E-003, 6.0029302E-003, 1.8236004E-005, 1.8236004E-005
 3.0885236E+002, 6.2301541E-001,-6.3958172E-002,-5.4810142E-001,-1.5712059E-002,-7.7642850E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3974108E-004,-4.7640086E-003, 1.7949741E-005, 1.7949741E-005
 3.0986172E+002, 6.1319529E-001,-6.3868952E-002,-5.5747562E-001,-1.7098191E-002,-7.5146234E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1590903E-002,-2.5254986E-002, 1.7654057E-005, 1.7654057E-005
 3.1083630E+002, 6.0252130E-001,-5.9170802E-002,-5.2723185E-001,-1.4356474E-002,-7.4585713E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0727399E-003, 1.7547139E-003, 1.7356736E-005, 1.7356736E-005
 3.1183762E+002, 6.1341220E-001,-6.0461869E-002,-5.3357248E-001,-1.3941709E-002,-7.3427589E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7637440E-003, 5.4287976E-003, 1.7217097E-005, 1.7217097E-005
 3.1285837E+002, 5.9510503E-001,-5.6847043E-002,-5.3680368E-001,-1.4876745E-002,-7.3363526E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1570873E-002,-1.3429773E-002, 1.7206703E-005, 1.7206703E-005
 3.1382657E+002, 5.9829360E-001,-6.0948589E-002,-5.2923299E-001,-1.4642671E-002,-7.3492345E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0789998E-004,-6.5379960E-003, 1.7197805E-005, 1.7197805E-005
 3.1485129E+002, 6.0512526E-001,-5.7977955E-002,-5.0559299E-001,-1.4963165E-002,-7.3975230E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5030012E-002, 2.6583753E-002, 1.7188744E-005, 1.7188744E-005
 3.1583755E+002, 5.9700163E-001,-6.0532284E-002,-5.1986492E-001,-2.0210188E-002,-7.4861188E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3407972E-003,-3.6132477E-003, 1.7179742E-005, 1.7179742E-005
 3.1683438E+002, 5.9134782E-001,-6.3746408E-002,-5.3347399E-001,-1.7288780E-002,-7.3220919E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5113808E-002,-2.3168676E-002, 1.7170886E-005, 1.7170886E-005
 3.1783499E+002, 6.0861787E-001,-6.5144907E-002,-5.2702804E-001,-1.7117278E-002,-7.3055641E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3372618E-003,-6.7965287E-004, 1.7161863E-005, 1.7161863E-005
 3.1882654E+002, 5.5981313E-001,-5.8451855E-002,-4.8854921E-001,-1.5605687E-002,-7.3357340E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7868104E-003,-2.8009555E-003, 1.7152864E-005, 1.7152864E-005
 3.1983841E+002, 5.9377956E-001,-6.2937616E-002,-5.0897260E-001,-1.7813125E-002,-7.2593380E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6122279E-003, 4.0489586E-003, 1.7143886E-005, 1.7143886E-005
 3.2083881E+002, 6.0066390E-001,-6.3837017E-002,-5.1930421E-001,-1.9127254E-002,-7.3215695E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6451271E-004,-1.6119012E-003, 1.7134893E-005, 1.7134893E-005
 3.2182556E+002, 6.0667133E-001,-6.2043450E-002,-5.1691094E-001,-1.7661571E-002,-7.3258944E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0267349E-002, 1.0048039E-002, 1.7135742E-005, 1.7135742E-005
 3.2284500E+002, 5.9792832E-001,-6.1904713E-002,-5.3970630E-001,-2.1563469E-002,-7.3392463E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7187335E-002,-2.5253508E-002, 1.7153237E-005, 1.7153237E-005
 3.2383817E+002, 6.0081911E-001,-6.0764107E-002,-5.1890496E-001,-1.6684514E-002,-7.3839184E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7275407E-003, 4.4581432E-003, 1.7171457E-005, 1.7171457E-005
 3.2482516E+002, 5.9687836E-001,-6.2384287E-002,-5.2543114E-001,-1.5772920E-002,-7.4695602E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8070970E-003,-6.7174559E-003, 1.7189103E-005, 1.7189103E-005
 3.2583704E+002, 6.0122975E-001,-6.4906809E-002,-5.1323323E-001,-1.7509845E-002,-7.3638410E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0579960E-003, 5.5725023E-003, 1.7206998E-005, 1.7206998E-005
