s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 3.0602692E+002, 6.4237868E-001,-3.1000361E-002,-6.0586295E-001,-1.6417391E-002,-4.1712647E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9682610E-003,-1.0943739E-002, 1.3943528E-005, 1.3943528E-005
 3.0721033E+002, 6.4509927E-001,-3.1569953E-002,-6.0109731E-001,-1.7057879E-002,-4.1564914E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9134747E-003,-4.6674340E-003, 1.3929526E-005, 1.3929526E-005
 3.0843320E+002, 6.4316496E-001,-3.3975975E-002,-5.7335874E-001,-2.1404752E-002,-4.2497355E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1734365E-002, 1.4382988E-002, 1.4065077E-005, 1.4065077E-005
 3.0962653E+002, 6.5806231E-001,-3.4164186E-002,-6.0169348E-001,-2.3915919E-002,-4.2405959E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0069674E-003,-1.7536857E-003, 1.4282678E-005, 1.4282678E-005
 3.1082990E+002, 6.7826081E-001,-3.2790526E-002,-6.2710447E-001,-1.9543042E-002,-4.3280568E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3646244E-003,-1.2205062E-003, 1.4497810E-005, 1.4497810E-005
 3.1203455E+002, 6.6583038E-001,-3.3946426E-002,-6.2653575E-001,-2.0105876E-002,-4.3819347E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4971525E-002,-1.4801492E-002, 1.4718425E-005, 1.4718425E-005
 3.1322000E+002, 7.0477503E-001,-3.6918490E-002,-6.4053762E-001,-2.1693424E-002,-4.3859178E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5095909E-002, 5.5816374E-003, 1.4931621E-005, 1.4931621E-005
 3.1442786E+002, 6.8882462E-001,-3.3609744E-002,-6.3636820E-001,-2.3103095E-002,-4.4731319E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6420189E-003,-4.3011457E-003, 1.5148770E-005, 1.5148770E-005
 3.1563150E+002, 7.0839107E-001,-3.5354723E-002,-6.5062598E-001,-1.8129887E-002,-4.5483633E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3897669E-003, 4.2349953E-003, 1.5366636E-005, 1.5366636E-005
 3.1681238E+002, 7.0645403E-001,-3.5535259E-002,-6.4955593E-001,-2.0134968E-002,-4.6082042E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5025085E-004, 1.1817897E-003, 1.5581476E-005, 1.5581476E-005
 3.1801712E+002, 7.2236839E-001,-3.7179771E-002,-6.6023246E-001,-2.1258694E-002,-4.7057568E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0476165E-002, 3.6504097E-003, 1.5795654E-005, 1.5795654E-005
 3.1921936E+002, 7.3757720E-001,-3.7167513E-002,-6.9083326E-001,-2.0356377E-002,-4.7284666E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0892483E-003,-1.0827229E-002, 1.6014331E-005, 1.6014331E-005
 3.2042160E+002, 7.5318486E-001,-3.9219980E-002,-6.9028988E-001,-2.1445591E-002,-4.8194513E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4410337E-003, 2.1812169E-003, 1.6229379E-005, 1.6229379E-005
 3.2162384E+002, 7.4168540E-001,-3.6411365E-002,-6.9937438E-001,-2.3192119E-002,-4.8229295E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4221406E-002,-1.7340697E-002, 1.6449155E-005, 1.6449155E-005
 3.2280820E+002, 7.8361629E-001,-3.8574785E-002,-7.1915962E-001,-1.8441829E-002,-4.9234900E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1630503E-003, 7.3908180E-003, 1.6662760E-005, 1.6662760E-005
 3.2401614E+002, 7.7627613E-001,-4.0011101E-002,-7.2025657E-001,-2.0727592E-002,-4.9464167E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6305162E-004,-4.7685943E-003, 1.6877262E-005, 1.6877262E-005
 3.2522406E+002, 7.8919216E-001,-4.2270898E-002,-7.0946513E-001,-2.3400264E-002,-5.1012254E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0909634E-002, 1.4004856E-002, 1.7096104E-005, 1.7096104E-005
 3.2642175E+002, 7.9943578E-001,-4.3514443E-002,-7.1828168E-001,-2.5069389E-002,-5.0917977E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8263303E-002, 1.2519350E-002, 1.7313264E-005, 1.7313264E-005
 3.2763611E+002, 7.9645523E-001,-3.9106143E-002,-7.5576392E-001,-2.2543247E-002,-5.1479632E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7016828E-002,-2.1009556E-002, 1.7532166E-005, 1.7532166E-005
 3.2883249E+002, 8.3244078E-001,-4.2987803E-002,-7.7468838E-001,-2.0188158E-002,-5.2592860E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.9794589E-003,-5.4761544E-003, 1.7748571E-005, 1.7748571E-005
 3.3000262E+002, 8.2285247E-001,-4.4502748E-002,-7.4750481E-001,-2.3020528E-002,-5.3009035E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9533611E-003, 7.7713669E-003, 1.7961782E-005, 1.7961782E-005
 3.3120523E+002, 8.4209195E-001,-4.3800977E-002,-7.8032678E-001,-2.5491869E-002,-5.3829995E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1237105E-003,-7.5815001E-003, 1.8177943E-005, 1.8177943E-005
 3.3240787E+002, 8.4342137E-001,-4.4526201E-002,-7.7435356E-001,-2.3893646E-002,-5.4387631E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1332855E-003, 5.9356899E-004, 1.8394014E-005, 1.8394014E-005
 3.3362918E+002, 8.5468826E-001,-4.5925181E-002,-7.6474554E-001,-2.6493313E-002,-5.4202286E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5946861E-002, 1.7470025E-002, 1.8611926E-005, 1.8611926E-005
 3.3480020E+002, 8.6829044E-001,-4.4866466E-002,-8.2004397E-001,-2.4889885E-002,-5.5494168E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1903119E-002,-2.1565370E-002, 1.8826819E-005, 1.8826819E-005
 3.3602664E+002, 8.7716819E-001,-4.6835088E-002,-7.7645743E-001,-2.5309924E-002,-5.6656222E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0209824E-002, 2.8509090E-002, 1.9042906E-005, 1.9042906E-005
 3.3722733E+002, 8.7183838E-001,-4.7383192E-002,-8.2568837E-001,-2.9551844E-002,-5.6802819E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4232911E-002,-3.0841829E-002, 1.9264179E-005, 1.9264179E-005
 3.3841843E+002, 8.9162929E-001,-4.6609161E-002,-8.0719092E-001,-2.6615267E-002,-5.7180091E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7437265E-002, 1.1156753E-002, 1.9478518E-005, 1.9478518E-005
 3.3962216E+002, 8.8127303E-001,-4.5560351E-002,-8.1896280E-001,-2.5681641E-002,-5.7406357E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9635893E-003,-8.9891725E-003, 1.9694351E-005, 1.9694351E-005
 3.4081335E+002, 9.2245322E-001,-4.6863482E-002,-8.4896699E-001,-2.4041569E-002,-5.8182830E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4230530E-004, 2.5230010E-003, 1.9911133E-005, 1.9911133E-005
 3.4200583E+002, 9.3024268E-001,-4.8988406E-002,-8.5454506E-001,-2.4387802E-002,-5.9230262E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1758664E-002, 2.2621796E-003, 2.0126711E-005, 2.0126711E-005
 3.4320355E+002, 9.3463417E-001,-4.8440581E-002,-8.5295611E-001,-2.6005443E-002,-6.0104523E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1580656E-002, 7.1719348E-003, 2.0345030E-005, 2.0345030E-005
 3.4440350E+002, 9.5887124E-001,-5.7258538E-002,-9.1970900E-001,-3.1869646E-002,-6.0356778E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6169832E-002,-5.0026299E-002, 2.0559064E-005, 2.0559064E-005
 3.4560678E+002, 9.7890852E-001,-5.0840272E-002,-8.8756018E-001,-2.7533396E-002,-6.0921614E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3211779E-002, 1.2913749E-002, 2.0776587E-005, 2.0776587E-005
 3.4680997E+002, 9.6731722E-001,-5.7323461E-002,-8.9236724E-001,-3.7676600E-002,-6.1099354E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7211878E-003,-2.0111188E-002, 2.1089877E-005, 2.1089877E-005
 3.4800937E+002, 9.6398791E-001,-5.0086126E-002,-8.6753035E-001,-2.6891349E-002,-6.2486757E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0047425E-002, 1.9417600E-002, 2.1447908E-005, 2.1447908E-005
 3.4920969E+002, 9.8514037E-001,-5.1424771E-002,-8.6999806E-001,-3.5634528E-002,-6.3315762E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1015206E-002, 2.8019697E-002, 2.1810206E-005, 2.1810206E-005
 3.5041217E+002, 1.0300479E+000,-5.6913637E-002,-9.4607368E-001,-3.0914241E-002,-6.5571023E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1227421E-003,-3.9192235E-003, 2.2164364E-005, 2.2164364E-005
 3.5162518E+002, 1.0340382E+000,-5.7450907E-002,-9.5681223E-001,-3.5641859E-002,-6.5657300E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1340674E-003,-1.5932444E-002, 2.2529222E-005, 2.2529222E-005
 3.5282352E+002, 1.0708293E+000,-5.5782463E-002,-9.9983251E-001,-3.0019645E-002,-6.6139852E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.8659789E-003,-1.4871439E-002, 2.2888142E-005, 2.2888142E-005
 3.5400024E+002, 1.1034877E+000,-6.3809995E-002,-1.0083729E+000,-3.4751172E-002,-6.9216162E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7464416E-003,-3.5155673E-003, 2.3241923E-005, 2.3241923E-005
 3.5522174E+002, 1.0707737E+000,-6.0765599E-002,-9.9104175E-001,-3.8380164E-002,-6.7372564E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7933996E-003,-1.9481175E-002, 2.3603018E-005, 2.3603018E-005
 3.5641840E+002, 1.1323290E+000,-6.1268436E-002,-1.0164862E+000,-3.1820088E-002,-6.8674588E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3087223E-002, 2.2685643E-002, 2.3963383E-005, 2.3963383E-005
 3.5762048E+002, 1.1517533E+000,-6.0700559E-002,-1.0699936E+000,-3.0765566E-002,-6.9930638E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9181922E-003,-9.7763318E-003, 2.4322831E-005, 2.4322831E-005
 3.5881641E+002, 1.1582417E+000,-6.4330220E-002,-1.0607754E+000,-3.2499366E-002,-7.1845714E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8710476E-003, 5.6492601E-004, 2.4683191E-005, 2.4683191E-005
 3.6002707E+002, 1.1995985E+000,-7.2314608E-002,-1.0980750E+000,-3.6246612E-002,-7.1194156E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8683929E-003,-7.1089206E-003, 2.5041670E-005, 2.5041670E-005
 3.6120654E+002, 1.2443383E+000,-7.4560901E-002,-1.1558015E+000,-3.4553864E-002,-7.2145426E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7726838E-002,-2.0650102E-002, 2.5401291E-005, 2.5401291E-005
 3.6240417E+002, 1.1887386E+000,-6.3949796E-002,-1.0775712E+000,-2.9105730E-002,-7.3548765E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5321541E-002, 1.8038344E-002, 2.5755199E-005, 2.5755199E-005
 3.6361252E+002, 1.2260483E+000,-7.0611073E-002,-1.1269460E+000,-3.6078074E-002,-7.4993422E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3093223E-003,-7.6618795E-003, 2.6112867E-005, 2.6112867E-005
 3.6480743E+002, 1.2306216E+000,-6.7446734E-002,-1.1289977E+000,-3.4714273E-002,-7.5118145E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1144929E-003,-6.1225519E-004, 2.6474944E-005, 2.6474944E-005
 3.6600952E+002, 1.2776445E+000,-7.4229234E-002,-1.1725920E+000,-3.4602992E-002,-7.5700571E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3930313E-003,-3.8554611E-003, 2.6831842E-005, 2.6831842E-005
 3.6722250E+002, 1.2598196E+000,-7.5834862E-002,-1.1470174E+000,-3.3591407E-002,-7.8937144E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6335223E-003, 3.2969190E-003, 2.7192843E-005, 2.7192843E-005
 3.6840842E+002, 1.2643918E+000,-7.3298787E-002,-1.1605336E+000,-4.2810886E-002,-7.9667797E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6986539E-003,-1.2331105E-002, 2.7552772E-005, 2.7552772E-005
 3.6961676E+002, 1.3257149E+000,-8.3861482E-002,-1.2271997E+000,-3.5618248E-002,-7.8264393E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6030414E-002,-2.1042832E-002, 2.7906369E-005, 2.7906369E-005
 3.7081003E+002, 1.3477641E+000,-8.4699678E-002,-1.1764211E+000,-4.5094668E-002,-8.0391483E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4743387E-002, 4.1468203E-002, 2.8270785E-005, 2.8270785E-005
 3.7202045E+002, 1.3606701E+000,-7.7684778E-002,-1.2658646E+000,-3.9497712E-002,-8.2138607E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8364984E-002,-2.2459091E-002, 2.8629792E-005, 2.8629792E-005
 3.7322739E+002, 1.3503403E+000,-8.5378402E-002,-1.2340285E+000,-4.3435888E-002,-8.1685816E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6228358E-003,-1.2584161E-002, 2.8991330E-005, 2.8991330E-005
 3.7441531E+002, 1.3276692E+000,-7.4303422E-002,-1.2221609E+000,-3.6290516E-002,-8.2697887E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5769222E-003,-5.1684174E-003, 2.9350236E-005, 2.9350236E-005
 3.7562329E+002, 1.3842622E+000,-8.5646532E-002,-1.2576686E+000,-3.5768495E-002,-8.3365298E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0104256E-002, 5.0952271E-003, 2.9705247E-005, 2.9705247E-005
 3.7681937E+002, 1.3973384E+000,-8.3015512E-002,-1.2505841E+000,-5.2036893E-002,-8.6003902E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0432155E-002, 1.1615928E-002, 3.0069102E-005, 3.0069102E-005
 3.7800101E+002, 1.3863417E+000,-7.8345794E-002,-1.2829010E+000,-4.6264126E-002,-8.7581322E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.1146112E-003,-2.1256847E-002, 3.0423748E-005, 3.0423748E-005
 3.7920187E+002, 1.4284084E+000,-9.3643893E-002,-1.2898933E+000,-5.3558704E-002,-9.0099339E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0663764E-003,-8.7775572E-003, 3.0778455E-005, 3.0778455E-005
 3.8040314E+002, 1.4341232E+000,-9.8161722E-002,-1.3008839E+000,-5.6437143E-002,-8.8398616E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8513248E-003,-2.1447936E-002, 3.1138872E-005, 3.1138872E-005
 3.8161618E+002, 1.4616374E+000,-7.9747679E-002,-1.3297903E+000,-4.0959801E-002,-8.7617389E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7311056E-002, 1.1052026E-002, 3.1498105E-005, 3.1498105E-005
 3.8280853E+002, 1.4738519E+000,-8.0456541E-002,-1.3099958E+000,-4.6540589E-002,-9.1295307E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5167236E-002, 3.6767660E-002, 3.1859660E-005, 3.1859660E-005
 3.8401282E+002, 1.5680021E+000,-9.6027852E-002,-1.4622372E+000,-5.2763452E-002,-9.0865791E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3439368E-002,-4.3117224E-002, 3.2214404E-005, 3.2214404E-005
 3.8520053E+002, 1.4986323E+000,-8.7769107E-002,-1.4064377E+000,-4.0760509E-002,-9.0382323E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0738764E-002,-3.6425361E-002, 3.2443126E-005, 3.2443126E-005
 3.8641119E+002, 1.5047945E+000,-9.8722089E-002,-1.3496754E+000,-4.5133613E-002,-9.4005536E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2274975E-002, 1.1169390E-002, 3.2612212E-005, 3.2612212E-005
 3.8761493E+002, 1.4974687E+000,-1.0503993E-001,-1.3853244E+000,-5.1468148E-002,-9.2214597E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3037925E-002,-4.4455994E-002, 3.2779469E-005, 3.2779469E-005
 3.8881143E+002, 1.5301225E+000,-9.4020520E-002,-1.3831468E+000,-4.7956912E-002,-9.1546507E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7247656E-002, 4.9066948E-003, 3.2948059E-005, 3.2948059E-005
 3.9002261E+002, 1.5558211E+000,-1.0041583E-001,-1.4041388E+000,-4.7699962E-002,-9.3635278E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2565969E-002, 3.4728479E-003, 3.3115445E-005, 3.3115445E-005
 3.9120276E+002, 1.5770133E+000,-1.1092751E-001,-1.4211442E+000,-5.6003564E-002,-9.2835550E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0789944E-003,-1.1154844E-002, 3.3282427E-005, 3.3282427E-005
 3.9240158E+002, 1.5946565E+000,-1.0563287E-001,-1.4417969E+000,-4.4557712E-002,-9.3880502E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4216697E-003, 2.5750662E-003, 3.3449219E-005, 3.3449219E-005
 3.9361356E+002, 1.5975099E+000,-1.0066546E-001,-1.4187837E+000,-6.1388171E-002,-9.4930018E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7987508E-002, 1.6577635E-002, 3.3617330E-005, 3.3617330E-005
 3.9480841E+002, 1.5853177E+000,-9.2956433E-002,-1.4294033E+000,-4.9149084E-002,-9.4818269E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6797825E-002, 1.3714049E-002, 3.3785210E-005, 3.3785210E-005
 3.9602469E+002, 1.6057156E+000,-9.8618632E-002,-1.5334867E+000,-5.5169146E-002,-9.4521609E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2503563E-002,-8.1653433E-002, 3.3953274E-005, 3.3953274E-005
 3.9721564E+002, 1.6136854E+000,-9.9476442E-002,-1.4930291E+000,-4.1688235E-002,-9.5319825E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2696242E-002,-2.0603625E-002, 3.4120841E-005, 3.4120841E-005
 3.9840390E+002, 1.6443349E+000,-1.0344635E-001,-1.4297772E+000,-5.1161961E-002,-9.6208516E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9029369E-002, 5.9853188E-002, 3.4287853E-005, 3.4287853E-005
 3.9962070E+002, 1.6322589E+000,-1.0330217E-001,-1.5607865E+000,-5.0889083E-002,-9.3972437E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6984323E-002,-8.2812884E-002, 3.4455058E-005, 3.4455058E-005
 4.0080768E+002, 1.6244569E+000,-9.5215595E-002,-1.4513618E+000,-4.5953987E-002,-9.7527705E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8789659E-002, 3.1827974E-002, 3.4623187E-005, 3.4623187E-005
 4.0200903E+002, 1.6744109E+000,-1.0685307E-001,-1.5047440E+000,-4.5868792E-002,-9.7237531E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0513021E-002, 1.6847781E-002, 3.4789692E-005, 3.4789692E-005
 4.0321408E+002, 1.6450894E+000,-1.0848560E-001,-1.4790173E+000,-5.8268742E-002,-9.9198467E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8311860E-002,-7.8139393E-004, 3.4957931E-005, 3.4957931E-005
 4.0441791E+002, 1.6700760E+000,-1.1086024E-001,-1.5641282E+000,-5.7005092E-002,-9.8614969E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5107015E-002,-6.2016182E-002, 3.5126608E-005, 3.5126608E-005
 4.0562186E+002, 1.6784535E+000,-1.0909002E-001,-1.5442980E+000,-5.1922921E-002,-9.6496996E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2911360E-002,-2.6953925E-002, 3.5294805E-005, 3.5294805E-005
 4.0681094E+002, 1.6389230E+000,-9.5056595E-002,-1.4582941E+000,-4.1796894E-002,-9.9572582E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8255465E-002, 4.3675829E-002, 3.5462324E-005, 3.5462324E-005
 4.0800720E+002, 1.6689672E+000,-1.0794645E-001,-1.5216988E+000,-5.1285506E-002,-1.0058091E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0619591E-003,-1.2064159E-002, 3.5628693E-005, 3.5628693E-005
 4.0921118E+002, 1.6739786E+000,-1.1240458E-001,-1.5689949E+000,-6.4885577E-002,-1.0010750E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4711116E-002,-7.2406535E-002, 3.5795411E-005, 3.5795411E-005
 4.1042429E+002, 1.7149169E+000,-1.0134891E-001,-1.5393748E+000,-4.2446488E-002,-9.9462856E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6437146E-002, 3.1647298E-002, 3.5964643E-005, 3.5964643E-005
 4.1161154E+002, 1.6900820E+000,-1.0599861E-001,-1.5544334E+000,-4.7893830E-002,-1.0030043E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4894596E-003,-1.8344143E-002, 3.6132385E-005, 3.6132385E-005
 4.1280978E+002, 1.6919611E+000,-1.1304443E-001,-1.5566024E+000,-5.0582074E-002,-1.0285835E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3772559E-002,-2.8370715E-002, 3.6298370E-005, 3.6298370E-005
 4.1400748E+002, 1.6738157E+000,-1.0932306E-001,-1.5338625E+000,-5.5280478E-002,-1.0180147E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2228420E-002,-2.4752118E-002, 3.6466552E-005, 3.6466552E-005
 4.1520932E+002, 1.7794506E+000,-1.1519409E-001,-1.5887855E+000,-5.4194540E-002,-9.9647609E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4790371E-002, 2.1176878E-002, 3.6633597E-005, 3.6633597E-005
 4.1642023E+002, 1.7591535E+000,-1.0424334E-001,-1.6289999E+000,-4.2550525E-002,-1.0124775E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0479311E-002,-1.6741547E-002, 3.6800970E-005, 3.6800970E-005
 4.1760065E+002, 1.7324883E+000,-1.1618716E-001,-1.5842199E+000,-5.0204377E-002,-1.0262934E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7640247E-002,-1.8225769E-002, 3.6967991E-005, 3.6967991E-005
 4.1882346E+002, 1.7279761E+000,-1.0474906E-001,-1.5348675E+000,-4.5746289E-002,-1.0453954E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0643278E-002, 4.2508756E-002, 3.7136749E-005, 3.7136749E-005
 4.2001407E+002, 1.7244560E+000,-1.1567897E-001,-1.5918502E+000,-5.0498344E-002,-1.0317465E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2144212E-002,-3.3674647E-002, 3.7306502E-005, 3.7306502E-005
 4.2122006E+002, 1.7986055E+000,-1.0906913E-001,-1.6471443E+000,-4.7753290E-002,-1.0212608E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2435305E-003,-5.4633485E-003, 3.7471988E-005, 3.7471988E-005
 4.2240176E+002, 1.7677008E+000,-1.2274448E-001,-1.6191103E+000,-5.1925777E-002,-1.0273281E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1689097E-002,-2.6182504E-002, 3.7635696E-005, 3.7635696E-005
 4.2362415E+002, 1.7197437E+000,-1.2103777E-001,-1.5670285E+000,-4.9723374E-002,-1.0426264E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6417123E-002,-1.8150133E-002, 3.7671879E-005, 3.7671879E-005
 4.2481421E+002, 1.7599499E+000,-1.3056123E-001,-1.5602263E+000,-5.9853199E-002,-1.0589887E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0032127E-002, 9.2032638E-003, 3.7648644E-005, 3.7648644E-005
 4.2601740E+002, 1.7746992E+000,-1.3676790E-001,-1.5772363E+000,-7.1038965E-002,-1.0387642E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8383497E-003,-1.0447813E-002, 3.7625336E-005, 3.7625336E-005
 4.2722266E+002, 1.8072621E+000,-1.0800713E-001,-1.6189099E+000,-5.7123712E-002,-1.0465369E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3888907E-002, 2.3116622E-002, 3.7602142E-005, 3.7602142E-005
 4.2840192E+002, 1.7696872E+000,-1.1247748E-001,-1.6044889E+000,-5.8131770E-002,-1.0625053E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2881328E-002,-5.5171966E-003, 3.7578951E-005, 3.7578951E-005
 4.2961133E+002, 1.7804510E+000,-1.1522531E-001,-1.6481193E+000,-6.6100864E-002,-1.0385100E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6301718E-002,-4.9098340E-002, 3.7555848E-005, 3.7555848E-005
 4.3080350E+002, 1.7625592E+000,-1.1989774E-001,-1.5986392E+000,-5.0848363E-002,-1.0717656E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6093815E-003,-6.9333002E-003, 3.7532589E-005, 3.7532589E-005
 4.3201541E+002, 1.7306447E+000,-1.1701203E-001,-1.6111932E+000,-6.0963568E-002,-1.0345270E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9160397E-002,-5.8627509E-002, 3.7509363E-005, 3.7509363E-005
